field_sample,1_1,1_2,1_4,1_5,1_7,1_8,1_10,2_1,2_3,2_5,2_6,2_7,2_8,2_9,3_1,3_2,3_4,3_6,3_7,3_8,3_9,4_1,4_2,4_3,4_4,4_5,4_6,4_7,5_2,5_3,5_4,5_5,5_6,5_7,5_8,6_2,6_4,6_5,6_6,6_7,6_8,6_9,7_2,7_3,7_4,7_5,7_6,7_7,7_8,8_2,8_3,8_4,8_5,8_6,8_7,8_9,9_1,9_2,9_3,9_5,9_6,9_7,9_10,10_1,10_3,10_4,10_5,10_7,10_9,10_10,11_1,11_3,11_4,11_5,11_6,11_7,11_8,12_1,12_3,12_5,12_6,12_7,12_8,12_9,13_1,13_3,13_4,13_5,13_7,13_8,13_9,14_1,14_2,14_3,14_5,14_7,14_8,14_9,15_1,15_2,15_3,15_5,15_6,15_7,15_10,16_1,16_2,16_4,16_5,16_6,16_7,16_8,17_1,17_2,17_4,17_5,17_6,17_9,17_10,18_1,18_2,18_4,18_5,18_6,18_7,18_8,19_1,19_2,19_3,19_4,19_5,19_8,19_10,20_1,20_2,20_3,20_4,20_5,20_7,20_8,21_2,21_3,21_4,21_5,21_7,21_9,21_10,22_1,22_2,22_5,22_6,22_7,22_9,22_10,23_1,23_2,23_3,23_4,23_5,23_6,23_7,24_2,24_3,24_4,24_5,24_6,24_8,24_10,25_1,25_2,25_3,25_4,25_5,25_6,25_10
6_8,0.119024425,0.10634497,0.192204299,0.14110306,0.109353298,0.1855833,0.140186828,0.252289974,0.160334366,0.207642648,0.256344489,0.140217596,0.255290217,0.11229173,0.162436948,0.248292822,0.186689954,0.163914224,0.179969266,0.178955089,0.219526996,0.163680365,0.183311458,0.168465619,0.152061581,0.142061212,0.183570153,0.178162551,0.15633043,0.20032003,0.181482091,0.177101364,0.191454441,0.134048004,0.153681213,0.263141802,0.284879314,0.171666751,0.216688642,0.164136092,0,0.11862757,0.153188472,0.221135175,0.142365377,0.206116382,0.177912002,0.178394197,0.123871268,0.172581974,0.192600964,0.169710519,0.14874063,0.149346572,0.145056407,0.188305084,0.212748069,0.178556111,0.202940129,0.191913725,0.161748011,0.179154877,0.20519608,0.164502464,0.206557455,0.191235798,0.155763416,0.200418494,0.215157179,0.244161961,0.144741088,0.182063454,0.177351368,0.174906874,0.156980446,0.169651795,0.149617751,0.197085136,0.179870108,0.173178903,0.15301199100000001,0.205552451,0.183628516,0.171276734,0.128884539,0.171166222,0.11045741,0.199624384,0.196363278,0.136711741,0.173444708,0.11323992,0.156191364,0.160429319,0.115857752,0.142410252,0.084306792,0.127671589,0.225506693,0.20552467,0.163363699,0.169043451,0.20664061,0.21981883,0.187168024,0.167284821,0.118199729,0.156955656,0.135131408,0.1824768,0.121186869,0.14976802,0.193403511,0.155993854,0.160831405,0.114652703,0.168072739,0.121225955,0.168336375,0.126109925,0.163805304,0.152552855,0.13586189,0.158329944,0.157341168,0.166442552,0.1467564,0.151802858,0.12342513,0.238746581,0.139741554,0.145126565,0.142277537,0.139586194,0.201573297,0.198556245,0.173844257,0.148307567,0.203294061,0.166886569,0.138743857,0.192702084,0.165536493,0.128302806,0.136504405,0.131759092,0.177493874,0.164599867,0.128350135,0.117916562,0.143314476,0.14339015,0.14376696,0.12936144,0.146861736,0.138284362,0.146076366,0.138935157,0.138681505,0.129916321,0.063305297,0.13658618,0.210373083,0.19781347,0.203022286,0.175920667,0.189841961,0.195000183,0.16395790700000001,0.120656979,0.136763218,0.145097621,0.154964968,0.121167834,0.176182242
6_9,0.187186374,0.15405612900000001,0.236200936,0.159697291,0.142243351,0.232325922,0.177938056,0.216137075,0.166086167,0.185097325,0.214400931,0.142763534,0.229303756,0.137176267,0.186798092,0.267913832,0.232078032,0.206606731,0.227513711,0.226614176,0.266465775,0.219260631,0.229435432,0.222429399,0.186529996,0.189382397,0.211482601,0.22629418,0.20029361,0.21521517,0.199312439,0.199224742,0.189674617,0.177258776,0.184707044,0.193238595,0.238061508,0.195330952,0.17490823,0.14937994,0.11862757,0,0.185577059,0.262306217,0.161406574,0.213642318,0.209513677,0.183487052,0.108201606,0.248229952,0.238173783,0.159139179,0.213205692,0.181502048,0.182698919,0.242264585,0.239720532,0.23434816,0.25553738,0.234240182,0.228192658,0.211074645,0.236871729,0.207161732,0.247004695,0.248677146,0.184437457,0.254985596,0.245716941,0.250182234,0.215448531,0.23290523899999999,0.204433043,0.227547181,0.190023814,0.229798422,0.199117843,0.182614369,0.239861264,0.23246122,0.19963143,0.180426589,0.244985252,0.21447764,0.185478268,0.176897364,0.175373271,0.249188108,0.188802497,0.187324125,0.220625046,0.183150288,0.220842365,0.220063902,0.140871294,0.189752381,0.150136182,0.170771623,0.25754668,0.240379592,0.202878284,0.180872082,0.241899639,0.253893304,0.237779447,0.207517451,0.166592684,0.20766697,0.169750134,0.224147395,0.190292328,0.215768654,0.252408347,0.189676424,0.213835114,0.167416675,0.227811019,0.149713122,0.215873683,0.18417827,0.176290271,0.206395631,0.196258174,0.139960687,0.211088393,0.205092667,0.203520239,0.187132487,0.141110466,0.187241913,0.1381271,0.126406109,0.172670965,0.186399875,0.233684549,0.24084993,0.221031272,0.206913742,0.25806124,0.215317512,0.193110474,0.204309855,0.208804199,0.190356298,0.19263336,0.139074842,0.233015284,0.226713385,0.197045819,0.191273818,0.203499423,0.202216668,0.200833723,0.192420805,0.224404975,0.187005475,0.198559627,0.19007534,0.180097513,0.183937783,0.171393239,0.22053343,0.261395944,0.262542794,0.244197522,0.237206497,0.233233455,0.248873979,0.21896444,0.191196365,0.163727994,0.201745889,0.219656126,0.15948371,0.184887403
7_2,0.170662534,0.186525581,0.199953408,0.25357912,0.204296131,0.208918567,0.194107859,0.357408681,0.22069237,0.323806916,0.364344424,0.241280925,0.377202485,0.225343515,0.100045768,0.180605609,0.162751588,0.192996399,0.16282908,0.172485619,0.195537826,0.167045334,0.170656489,0.159209879,0.179327781,0.114986057,0.219006436,0.172016391,0.209298853,0.248007435,0.233139245,0.232667607,0.246152947,0.187779958,0.218324714,0.353842736,0.391086967,0.201708523,0.334568444,0.239169675,0.153188472,0.185577059,0,0.17843112,0.186093383,0.247966055,0.083161292,0.238924433,0.20356993,0.180920818,0.204767579,0.2717706,0.170414266,0.20603983,0.226659273,0.22795144,0.22763262,0.2119183,0.199508278,0.20900658,0.173656022,0.138636324,0.173091995,0.194790083,0.206781657,0.19244727,0.146913529,0.206072128,0.201810959,0.179320461,0.176090113,0.202850067,0.153777749,0.175021703,0.24544201399999999,0.182531212,0.176527283,0.319900728,0.227561426,0.2158561,0.196783539,0.314002121,0.231491881,0.25857714,0.194339473,0.260513275,0.160530005,0.221706097,0.304012401,0.219297736,0.189164129,0.203007441,0.207472674,0.196235615,0.239237724,0.229885718,0.183686987,0.207474128,0.213294148,0.191584167,0.158356596,0.26975995,0.202761713,0.205956771,0.206658812,0.181437504,0.195243488,0.173829487,0.192252283,0.210742537,0.165446338,0.182736157,0.199389183,0.189169986,0.164990296,0.210561228,0.210167473,0.183286084,0.181937232,0.157915153,0.162531147,0.174697873,0.191718893,0.259167051,0.195308739,0.228794083,0.20030699800000001,0.224174577,0.226825303,0.336248222,0.25512807,0.267682081,0.240527802,0.198835864,0.162046428,0.193467478,0.183283316,0.168847609,0.200096519,0.188869035,0.188737551,0.24722349,0.176139873,0.184220319,0.188348547,0.197446735,0.193758278,0.169191053,0.187260873,0.140969036,0.162949374,0.202242306,0.162192494,0.188998452,0.153291575,0.146537274,0.152025104,0.101033875,0.128120793,0.191391373,0.123989015,0.103634057,0.189549441,0.165733145,0.150092819,0.178492593,0.186837982,0.209144076,0.20694901,0.163338269,0.205069334,0.188330551,0.20177546,0.183015603,0.23987561
7_3,0.233738951,0.266751423,0.260827669,0.329776583,0.268810026,0.231180576,0.263064923,0.400177576,0.264244284,0.389887199,0.403850899,0.291106535,0.404599087,0.294077649,0.201785952,0.143035427,0.15398594,0.20099919,0.17427342,0.152708687,0.155811874,0.207685053,0.242559213,0.222511636,0.236950674,0.185874941,0.270109763,0.210524168,0.270665177,0.29307245,0.284016667,0.287789472,0.297411488,0.272260914,0.259281501,0.393822455,0.41172165,0.183018763,0.357641305,0.230045614,0.221135175,0.262306217,0.17843112,0,0.301042078,0.130726602,0.16310518,0.352194637,0.260122761,0.227254868,0.243399984,0.29648943,0.219443874,0.240133622,0.268697882,0.268378385,0.249133208,0.275599888,0.243595487,0.243586114,0.241782083,0.186086684,0.187254312,0.23002839,0.24611733,0.23866347,0.213973633,0.247427064,0.251027806,0.17349896,0.246659417,0.239248317,0.194579467,0.229905075,0.279102133,0.217591021,0.224257197,0.343160975,0.243261541,0.224083747,0.235350606,0.351219817,0.22784957,0.28057482500000003,0.249137703,0.291186895,0.218851941,0.245099304,0.337237849,0.259826009,0.22333446,0.27810686,0.23789584,0.262351048,0.300854537,0.266658799,0.232847521,0.293438968,0.255568657,0.236562046,0.205290752,0.291783039,0.22415493,0.259717109,0.243397899,0.181926554,0.240212372,0.166138812,0.201797006,0.168316732,0.201210759,0.154720262,0.235334781,0.287856036,0.205223789,0.249361276,0.258984441,0.269239828,0.297599369,0.20072698,0.1938591,0.235056735,0.235791965,0.29692374,0.243165927,0.260745427,0.227603506,0.257343205,0.271561047,0.371693871,0.289252722,0.299059482,0.277134946,0.27707196,0.266192252,0.262498142,0.269486791,0.254347209,0.24951976,0.263549694,0.262614131,0.303712677,0.275520578,0.258289616,0.23792812,0.260713031,0.248074418,0.217822407,0.238278174,0.241502912,0.209951105,0.240561553,0.196460483,0.229933949,0.212227339,0.203675414,0.19382421,0.191060852,0.206718519,0.239419108,0.201581261,0.235170231,0.13023939,0.103294176,0.145635069,0.21464023,0.204027492,0.250121101,0.261324983,0.212361156,0.239464658,0.24901681,0.251743275,0.226353867,0.305222456
7_4,0.185323177,0.129804023,0.239176809,0.133072116,0.131880889,0.247387391,0.16810987,0.253101669,0.224117565,0.205533039,0.259754372,0.150825131,0.275016958,0.142171331,0.199096442,0.306488711,0.276824995,0.26579494,0.275782045,0.270844753,0.305818691,0.228831504,0.213660983,0.217183454,0.212554701,0.232495549,0.236726799,0.236244284,0.217128554,0.2649085,0.247360038,0.238397543,0.252489253,0.190604069,0.236769302,0.27321214,0.301975712,0.264145316,0.237562001,0.209054045,0.142365377,0.161406574,0.186093383,0.301042078,0,0.251080923,0.190449085,0.094914712,0.184913044,0.260564946,0.254562792,0.232180684,0.23643347,0.190753414,0.21213211,0.252927494,0.248095079,0.24590587,0.262190213,0.240392664,0.232760436,0.251472496,0.276743992,0.224270428,0.253935649,0.251319443,0.225242821,0.2605382,0.25269272,0.290288605,0.210311737,0.264229538,0.246546908,0.237892749,0.198524199,0.244306487,0.236305109,0.218680632,0.260626928,0.252806782,0.204370409,0.223693666,0.263968276,0.251031468,0.194524846,0.23780605,0.193508389,0.265458908,0.204333019,0.196062281,0.236429408,0.176138159,0.237281885,0.209995386,0.166518665,0.203273417,0.153509728,0.144514728,0.267660588,0.244445327,0.223861241,0.185812264,0.253990126,0.263075766,0.246802916,0.25991195,0.196941713,0.26724482,0.232554642,0.275464109,0.223281483,0.264234826,0.267228243,0.158988507,0.243835197,0.169709136,0.235677164,0.142123253,0.126830121,0.220887647,0.233581805,0.223792273,0.223428771,0.196157364,0.244517609,0.236830778,0.220383781,0.228332949,0.134534469,0.234021551,0.180571919,0.193601573,0.193923467,0.172448181,0.223175572,0.246627416,0.220467005,0.189824097,0.273924979,0.204084753,0.189050136,0.254018132,0.170136491,0.190909361,0.205534142,0.181362059,0.238747259,0.257721876,0.212552195,0.164370505,0.234334959,0.225524366,0.235090312,0.201095095,0.24600299,0.214128929,0.238710074,0.21034324,0.21605083,0.198642268,0.170441296,0.151492921,0.302066714,0.305625758,0.280099969,0.249838677,0.286086966,0.268627733,0.237419111,0.204551843,0.208454602,0.202096513,0.237599319,0.215843995,0.242833912
7_5,0.235503096,0.23264434,0.283294389,0.264460394,0.214840593,0.280847143,0.241137258,0.335396069,0.272072183,0.324320946,0.343152996,0.225816766,0.340325613,0.231825437,0.23723052,0.166952667,0.189244446,0.22303442,0.201119965,0.175648272,0.180946152,0.230821333,0.262364811,0.253950094,0.251147968,0.223634181,0.284984153,0.239636288,0.277403308,0.302372644,0.29394643,0.297661848,0.307193891,0.279485762,0.28293615,0.334952804,0.373038975,0.218878952,0.29849565,0.191520297,0.206116382,0.213642318,0.247966055,0.130726602,0.251080923,0,0.194065353,0.295688024,0.244560412,0.277129969,0.275505236,0.271425241,0.261870958,0.237810529,0.275453399,0.277714033,0.268037391,0.285088922,0.277151303,0.266345313,0.263146659,0.24835738500000001,0.221248959,0.238402436,0.272737801,0.272467726,0.234645222,0.283138893,0.280116031,0.210386326,0.270120502,0.250865655,0.222172977,0.275517797,0.23510146,0.252641604,0.25754320000000003,0.288958273,0.292935674,0.303246987,0.246705819,0.308048421,0.294466101,0.286940965,0.26668355,0.2978491,0.250097904,0.286813673,0.289001023,0.234281842,0.26394105,0.268064861,0.278047329,0.27553872,0.252363439,0.240523838,0.190930924,0.253555043,0.279340703,0.268191651,0.254407688,0.230529202,0.274873072,0.286313828,0.261528064,0.187646876,0.242995049,0.191961743,0.184242952,0.163257817,0.21976716,0.239358499,0.294146662,0.288525519,0.23903272,0.219738934,0.272941693,0.238492903,0.303764521,0.236312118,0.211256057,0.260818636,0.244658614,0.263462209,0.279110936,0.281483541,0.224697124,0.263846163,0.213355184,0.314216541,0.232015702,0.238344373,0.217003445,0.249101172,0.303395467,0.288538841,0.282597985,0.272347532,0.297262089,0.278488197,0.25793897,0.315873124,0.277028207,0.261594679,0.253425997,0.271441765,0.268531555,0.25702466,0.255092179,0.246268094,0.23528234,0.261130675,0.219879839,0.240595928,0.240293271,0.219659285,0.217816122,0.229366879,0.226528559,0.259447543,0.24464558,0.266463579,0.153280797,0.167701175,0.182311899,0.242492336,0.230270305,0.2742746,0.271702171,0.240687894,0.260438481,0.254973218,0.271054092,0.247864391,0.312958039
7_6,0.166302899,0.181209776,0.187229919,0.246237897,0.201855487,0.241920803,0.184720342,0.360823755,0.22483721,0.319099502,0.371675185,0.236908597,0.382810403,0.221647552,0.090579614,0.15627061,0.110217276,0.185291142,0.12922592,0.124841678,0.143521083,0.165153716,0.174328877,0.160632603,0.188140095,0.144759873,0.227140449,0.177212003,0.209003003,0.255008193,0.241479151,0.233596548,0.249756212,0.184299894,0.236123657,0.362735345,0.414366225,0.240606282,0.343181502,0.256243638,0.177912002,0.209513677,0.083161292,0.16310518,0.190449085,0.194065353,0,0.255047158,0.196797115,0.213342452,0.219549913,0.294598475,0.206049307,0.209749066,0.228209155,0.231553815,0.235759214,0.228053534,0.209338545,0.207091883,0.184329253,0.180788905,0.172992857,0.197922188,0.209872441,0.192508493,0.171895883,0.2098352,0.20268169,0.177434626,0.172797745,0.20849909,0.17118437,0.200213965,0.252527376,0.19685079,0.212976264,0.332586187,0.260742603,0.250351774,0.224954558,0.338536438,0.267830396,0.286973852,0.203381896,0.273870231,0.207144197,0.246946129,0.318115669,0.233267509,0.20384207,0.219159452,0.241721011,0.212362084,0.255997169,0.244614,0.186549529,0.23407492,0.215804142,0.1944057,0.191877151,0.27410296,0.222863841,0.203847667,0.208884032,0.142409414,0.235633108,0.157908768,0.199472409,0.160972503,0.162935259,0.209077711,0.222964083,0.201661041,0.167587198,0.210099887,0.214248707,0.192267055,0.189642074,0.17626653,0.163925666,0.186053809,0.197655433,0.275499214,0.234380514,0.24342446,0.205245802,0.230341595,0.23268287000000001,0.345142907,0.264627979,0.27627781,0.249322019,0.192650961,0.171212202,0.187114187,0.184333108,0.163797705,0.223746081,0.180631608,0.202225686,0.25207191,0.182136139,0.19806253099999999,0.208810329,0.22296068,0.198970028,0.176496009,0.2011433,0.143619766,0.159128752,0.218140928,0.159811641,0.190974405,0.146241128,0.147331794,0.153728743,0.119460787,0.144201892,0.195781903,0.154016073,0.09743699,0.137777073,0.150279329,0.117356528,0.175554076,0.170290428,0.20752595,0.210896676,0.185276633,0.226446815,0.192972934,0.219481235,0.204047132,0.238237738
7_7,0.231298044,0.177878538,0.266157989,0.167167623,0.178329436,0.266365643,0.215508066,0.27256993,0.243524635,0.232147363,0.270144499,0.176058845,0.287481319,0.161016821,0.257557888,0.367842998,0.317405555,0.273619516,0.310851441,0.311462209,0.352460169,0.283209366,0.253340478,0.27210219,0.257876547,0.279626307,0.259551738,0.289633224,0.242680764,0.288558621,0.270832,0.256517542,0.276786724,0.221274199,0.266143849,0.30724662,0.31163233,0.278519434,0.252464866,0.237509321,0.178394197,0.183487052,0.238924433,0.352194637,0.094914712,0.295688024,0.255047158,0,0.225424704,0.300324775,0.27678099,0.24929659,0.260547545,0.235406786,0.245984932,0.279105623,0.277315143,0.268364854,0.300906639,0.275535061,0.284447062,0.30642632400000003,0.335323539,0.27242122,0.287690514,0.30392981,0.276440528,0.307732152,0.283320404,0.350541828,0.259544921,0.307305539,0.302976962,0.264684067,0.22584319,0.301826403,0.283902307,0.240097669,0.274916634,0.267863355,0.229221032,0.24307052,0.280268528,0.263492237,0.214424402,0.273508628,0.24278166,0.288381574,0.225608173,0.215925652,0.263013921,0.193171135,0.252417495,0.225973525,0.17620335,0.224739336,0.19846940800000001,0.157379604,0.294029939,0.286314653,0.28257877,0.212804509,0.285200253,0.288597622,0.285685267,0.290999223,0.205502116,0.278358127,0.245565966,0.302593497,0.260052267,0.293387532,0.301146849,0.164929613,0.29280617,0.223961217,0.277791708,0.194000738,0.144631538,0.255126563,0.279913507,0.24963659,0.259499072,0.234488985,0.232179304,0.250833972,0.265571053,0.26484284,0.176570756,0.250843194,0.21599076,0.221540019,0.206634791,0.1988133,0.243597229,0.275300585,0.247157815,0.221222556,0.293389771,0.230960216,0.211757944,0.270024873,0.18999991,0.205951735,0.228755786,0.206200738,0.269731057,0.297004404,0.251425403,0.207121999,0.275299972,0.262938808,0.290206386,0.255875513,0.293847627,0.267963903,0.28429311,0.259908687,0.271897595,0.243080183,0.209259119,0.200780924,0.344878871,0.352960706,0.335151633,0.29679712,0.311653261,0.294944291,0.255291718,0.237449328,0.229337286,0.232748578,0.273169708,0.25079265,0.272570276
7_8,0.159454523,0.153788944,0.225252997,0.184462059,0.155278604,0.236145622,0.166084787,0.204896918,0.150753432,0.183955198,0.208351999,0.167243154,0.226830325,0.154854469,0.189309717,0.268226846,0.228761193,0.216286847,0.218702942,0.212240884,0.258825064,0.187286359,0.203519335,0.196091699,0.165538649,0.199629604,0.205651509,0.193085818,0.181559268,0.204288097,0.189128985,0.183185114,0.168387575,0.151287919,0.180327737,0.208614636,0.272093125,0.261489515,0.216163315,0.242007613,0.123871268,0.108201606,0.20356993,0.260122761,0.184913044,0.244560412,0.196797115,0.225424704,0,0.244309518,0.235741928,0.187085856,0.208041622,0.172011661,0.174221815,0.236302618,0.236393747,0.225475811,0.249748449,0.227318441,0.210802966,0.240173885,0.261663858,0.194561504,0.243854687,0.238732954,0.20412423,0.247210349,0.236980632,0.275870761,0.193588428,0.2327704,0.225733268,0.220685413,0.208603386,0.218027798,0.222923781,0.219152207,0.238415023,0.228715066,0.207258473,0.193098811,0.248498255,0.221059475,0.177046414,0.173731139,0.18034121,0.252495037,0.233182564,0.213292972,0.224840099,0.180385332,0.219590222,0.209117428,0.169197925,0.215473181,0.144573904,0.199925838,0.253452087,0.231607222,0.209415976,0.2200473,0.244825873,0.245592266,0.228456779,0.203711325,0.203315778,0.212800042,0.20650619,0.22037363,0.177786504,0.207531101,0.25772445,0.180906355,0.214018243,0.175939511,0.216122493,0.164842232,0.197214694,0.184043844,0.201745507,0.200844148,0.174550839,0.169423215,0.22221941,0.202424474,0.190206754,0.168080156,0.173556976,0.193066231,0.179747471,0.158836635,0.210552977,0.183280268,0.234729359,0.233931242,0.212259582,0.190762667,0.262167343,0.195612465,0.189514613,0.194038939,0.195850034,0.180998106,0.193616277,0.133923751,0.219128605,0.22666648,0.189725716,0.15068354,0.198603995,0.19884555,0.190684354,0.182510429,0.194477305,0.183762181,0.20154075,0.185536036,0.185404964,0.172486532,0.143522971,0.171584841,0.251632157,0.266248835,0.242910859,0.211049482,0.229646438,0.239182899,0.212162366,0.183635866,0.171835409,0.181641551,0.212731362,0.16906166,0.135016444
8_2,0.117288181,0.188235923,0.139130994,0.226179712,0.18054348,0.139069084,0.168481101,0.336592708,0.167920069,0.316566828,0.333538534,0.214804584,0.308243269,0.201792801,0.185699844,0.230618744,0.14809988,0.130722495,0.147737727,0.164161788,0.156844567,0.110874092,0.143731466,0.13747424,0.170063196,0.156294875,0.144781839,0.122959684,0.150158968,0.152062478,0.155808882,0.159948004,0.178936952,0.162816231,0.142680129,0.366712621,0.319884708,0.203776319,0.255079272,0.24486033200000001,0.172581974,0.248229952,0.180920818,0.227254868,0.260564946,0.277129969,0.213342452,0.300324775,0.244309518,0,0.100032682,0.169439874,0.085211209,0.153030151,0.148099634,0.120448276,0.146601754,0.092809834,0.086452673,0.134170003,0.127107439,0.125300377,0.154996303,0.127207733,0.114688372,0.100826667,0.161972521,0.093639685,0.125500971,0.201227888,0.119322368,0.101345911,0.138356906,0.10021239,0.18471998,0.088319196,0.118721033,0.208131843,0.13677514,0.148090286,0.142840585,0.276977145,0.13576503,0.150822614,0.134273495,0.187036414,0.142568671,0.109232456,0.25323064,0.146469342,0.0929431,0.154446038,0.132310348,0.152457774,0.181288154,0.166514388,0.16315696700000001,0.230497629,0.131386063,0.121089599,0.141794806,0.189020764,0.126124023,0.141546487,0.103698201,0.15729571,0.15833993,0.145299413,0.187843092,0.183555802,0.141149931,0.155694465,0.106193182,0.234259975,0.095594086,0.155394824,0.116674944,0.218841469,0.2213118,0.099878163,0.185233479,0.109333566,0.119572701,0.183988836,0.131349749,0.113652498,0.104859139,0.139446928,0.196780065,0.311101959,0.230099198,0.196841292,0.149484251,0.1786405,0.14017805,0.136553367,0.13162081,0.139052911,0.103094749,0.159739223,0.161163578,0.193850126,0.195501282,0.158512314,0.11537173,0.188814768,0.101364401,0.08351622,0.105584027,0.150630882,0.117263227,0.113935419,0.16848931,0.109103809,0.111313977,0.128149183,0.102189456,0.157626988,0.151579896,0.120668308,0.133185106,0.159640583,0.154329604,0.151274422,0.169977408,0.095551362,0.136677406,0.127925387,0.103082258,0.101298392,0.133527823,0.148399238,0.092456415,0.15844361,0.212897009
8_3,0.120548747,0.169545802,0.109308206,0.224207144,0.163838021,0.114674661,0.143730143,0.30835133,0.137128543,0.287318038,0.302817393,0.184558875,0.289334937,0.183750438,0.193665155,0.236165391,0.173935326,0.161133465,0.155924706,0.167729968,0.199401691,0.113304067,0.119440317,0.126544843,0.1685241,0.156481223,0.112323787,0.094976262,0.145189638,0.142658959,0.150583826,0.132933531,0.17245483,0.16363146,0.148404544,0.348059758,0.347583707,0.240639325,0.272959891,0.250885648,0.192600964,0.238173783,0.204767579,0.243399984,0.254562792,0.275505236,0.219549913,0.27678099,0.235741928,0.100032682,0,0.15146813,0.109380353,0.141693243,0.151978083,0.112445324,0.098203529,0.116170326,0.073629583,0.107544231,0.129847816,0.133686045,0.163621093,0.106485422,0.091665852,0.104453966,0.148764985,0.127342611,0.095431139,0.204922111,0.147266941,0.110293585,0.136463491,0.08486236,0.14253888,0.104613493,0.133990111,0.184091699,0.159154,0.164446755,0.122500151,0.262160816,0.160867907,0.133432006,0.112359076,0.187423709,0.158966026,0.093134061,0.2236999,0.13790106,0.094370278,0.162722548,0.138156329,0.124179159,0.184392005,0.14137543,0.157527058,0.210908282,0.103133034,0.103052886,0.139892673,0.15059958,0.095413409,0.109305485,0.097552891,0.192387202,0.207135512,0.192043764,0.219979105,0.217423746,0.186734573,0.20384429,0.141856776,0.205196233,0.104619797,0.16552748,0.143608368,0.209457678,0.192923951,0.11331915,0.173543833,0.135986191,0.15486346,0.198690186,0.146970424,0.116763588,0.136196695,0.127123027,0.18999603,0.276846733,0.22592405,0.19746798,0.143016855,0.134880577,0.116092649,0.11423959,0.120592803,0.126288544,0.09877301,0.120146582,0.136546557,0.182586787,0.160020901,0.144029048,0.10968531,0.181295339,0.081915901,0.12982728,0.144195208,0.156192235,0.130202919,0.139269203,0.175140094,0.116752916,0.137813238,0.140218221,0.1339015,0.162671049,0.153801213,0.138107062,0.157838345,0.175559164,0.205113356,0.205321293,0.187117339,0.137592087,0.180714631,0.172475945,0.109723101,0.112676279,0.121018298,0.143950247,0.131598914,0.159147413,0.211410157
8_4,0.182472021,0.184938263,0.214395927,0.188213305,0.167248559,0.178761526,0.190620458,0.227964771,0.109055728,0.210930041,0.225674018,0.129784348,0.205402437,0.139484267,0.270365902,0.310079687,0.250757129,0.206810492,0.236287631,0.229401771,0.274109525,0.176233022,0.200630832,0.213979624,0.172575945,0.227503785,0.147948439,0.193719373,0.14582647,0.117628117,0.135333837,0.123449957,0.125730902,0.161395118,0.124846193,0.270627072,0.264945563,0.239484243,0.186283984,0.212531443,0.169710519,0.159139179,0.2717706,0.29648943,0.232180684,0.271425241,0.294598475,0.24929659,0.187085856,0.169439874,0.15146813,0,0.168428771,0.171771171,0.120376343,0.158109104,0.17220634,0.162614849,0.183095152,0.19217059,0.18976878,0.20872217,0.236865788,0.15369414,0.186145094,0.200982861,0.200167178,0.214617746,0.191060626,0.281909001,0.216852698,0.173663671,0.194298623,0.161698336,0.157366186,0.183856501,0.156283885,0.115091643,0.196969124,0.202751557,0.157978251,0.167701089,0.183634425,0.123578916,0.162546556,0.127964069,0.184390745,0.174029893,0.184809778,0.168583359,0.171742735,0.176028045,0.174120047,0.179369246,0.137863587,0.16639195,0.156382,0.199314023,0.200974842,0.19421286200000001,0.195327709,0.135037467,0.179737057,0.21580911,0.180299778,0.251039903,0.198909904,0.238900573,0.212374303,0.263318705,0.229947865,0.236201095,0.207690766,0.223046708,0.191831645,0.150494162,0.179681782,0.184817697,0.211363633,0.17210952,0.226666316,0.197477179,0.182808968,0.12456732,0.191777679,0.137790109,0.183028461,0.112587566,0.136911851,0.180653031,0.175046412,0.10474015,0.149997988,0.190767022,0.214085478,0.217247861,0.2107141,0.206907916,0.189528153,0.21013202,0.180942829,0.166499686,0.217628095,0.18021676,0.150892453,0.151860888,0.162379795,0.208804485,0.175982353,0.195701441,0.198185249,0.158749574,0.195108546,0.156651513,0.222706721,0.199749124,0.200118718,0.237716196,0.225325587,0.160929867,0.189204269,0.255728362,0.278300007,0.270112617,0.269951961,0.225018123,0.252760188,0.248481846,0.172979275,0.152254857,0.105215451,0.166222582,0.16121566,0.153414288,0.1735583
