phylum,class,order,family,genus,primary_lifestyle,secondary_lifestyle,growth_form_template
Ascomycota,Pezizomycotina class incertae sedis,Pezizomycotina order incertae sedis,Seuratiaceae,Seuratiopsis,plant_pathogen,,filamentous_mycelium
Ascomycota,Pezizomycotina class incertae sedis,Pezizomycotina order incertae sedis,Strangosporaceae,Strangospora,lichenized,,thallus_photosynthetic
Ascomycota,Pezizomycotina class incertae sedis,Pezizomycotina order incertae sedis,Trizodiaceae,Trizodia,moss_symbiont,,filamentous_mycelium
Ascomycota,Pezizomycotina class incertae sedis,Thelocarpales,Thelocarpaceae,Sarcosagium,lichenized,,thallus_photosynthetic
Ascomycota,Pezizomycotina class incertae sedis,Thelocarpales,Thelocarpaceae,Thelocarpon,lichenized,,thallus_photosynthetic
Ascomycota,Pezizomycotina class incertae sedis,Vezdaeales,Vezdaeaceae,Vezdaea,lichenized,,thallus_photosynthetic
Ascomycota,Pneumocystomycetes,Pneumocystidales,Pneumocystidaceae,Pneumocystis,animal_parasite,animal_decomposer,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Alloascoideaceae,Alloascoidea,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Ascoideaceae,Ascoidea,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Cephaloascaceae,Cephaloascus,wood_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Babjeviella,soil_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hemisphaericaspora,animal_endosymbiont,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Lodderomyces,animal_parasite,animal_decomposer,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,epiphyte,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Millerozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Nematodospora,animal_endosymbiont,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Priceomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,animal_endosymbiont,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Spathaspora,animal_endosymbiont,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Suhomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Arxula,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascus,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Galactomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Magnusiomyces,animal_parasite,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Saprochaete,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Dipodascopsis,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Kockiozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Limtongia,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Myxozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Zygozyma,soil_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,litter_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Kodamaea,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Barnettozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,nectar/tap_saprotroph,animal_parasite,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Phaffomyces,plant_pathogen,litter_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Starmera,plant_pathogen,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,litter_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Allodekkera,litter_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Dekkera,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Enteroramus,animal_endosymbiont,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Komagataella,wood_saprotroph,arthropod-associated,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Kregervanrija,litter_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Kuraishia,animal_endosymbiont,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Martiniozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pachysolen,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,nectar/tap_saprotroph,animal_parasite,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Saturnispora,unspecified_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Arxiozyma,animal_parasite,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Citeromyces,nectar/tap_saprotroph,animal_parasite,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Cyniclomyces,dung_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,plant_pathogen,litter_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Hagleromyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,nectar/tap_saprotroph,foliar_endophyte,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,nectar/tap_saprotroph,animal_parasite,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,nectar/tap_saprotroph,animal_parasite,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygowilliopsis,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,nectar/tap_saprotroph,animal_parasite,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Williopsis,soil_saprotroph,litter_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Yueomyces,soil_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Aciculoconidium,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Candida,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Coccidiascus,animal_endosymbiont,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Conidiascus,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Danielozyma,nectar/tap_saprotroph,animal_parasite,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Deakozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Diutina,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Endomyces,mycoparasite,fungal_decomposer,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Hyphopichia,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Macrorhabdus,animal_parasite,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Metahyphopichia,nectar/tap_saprotroph,,dimorphic_yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Middelhovenomyces,wood_saprotroph,arthropod-associated,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Nadsonia,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Nakazawaea,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Oscarbrefeldia,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Peterozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Phialoascus,mycoparasite,fungal_decomposer,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Schizoblastosporion,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Selenozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Sporopachydermia,plant_pathogen,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Sympodiomyces,unspecified_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Teunomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Wickerhamia,dung_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales family incertae sedis,Yarrowia,unspecified_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,nectar/tap_saprotroph,animal_parasite,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Saccharomycodes,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycopsidaceae,Ambrosiozyma,wood_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycopsidaceae,Arthroascus,soil_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,nectar/tap_saprotroph,animal_parasite,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Diddensiella,wood_saprotroph,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Groenewaldozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Spencermartinsiella,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Starmerella,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugiyamaella,animal_endosymbiont,nectar/tap_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Zygoascus,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Trichomonascus,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trigonopsidaceae,Botryozyma,nectar/tap_saprotroph,,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trigonopsidaceae,Tortispora,plant_pathogen,litter_saprotroph,yeast
Ascomycota,Saccharomycetes,Saccharomycetales,Trigonopsidaceae,Trigonopsis,nectar/tap_saprotroph,,yeast
Ascomycota,Sareomycetes,Sareales,Sareaceae,Sarea,unspecified_saprotroph,,filamentous_mycelium
Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,nectar/tap_saprotroph,,yeast
Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Amphisphaeria,wood_saprotroph,plant_pathogen,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Griphosphaerioma,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Labridella,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriaceae,Lepteutypa,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriales family incertae sedis,Chitonospora,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriales family incertae sedis,Didymobotryum,unspecified_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Appendicospora,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Arthrinium,plant_pathogen,foliar_endophyte,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Dictyoarthrinium,foliar_endophyte,foliar_endophyte,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Endocalyx,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Nigrospora,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Scyphospora,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Beltraniaceae,Beltrania,litter_saprotroph,foliar_endophyte,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Beltraniaceae,Beltraniella,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Beltraniaceae,Beltraniopsis,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Beltraniaceae,Hemibeltrania,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Beltraniaceae,Parapleurotheciopsis,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Beltraniaceae,Porobeltraniella,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Beltraniaceae,Pseudobeltrania,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Beltraniaceae,Subramaniomyces,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Beltraniaceae,Subsessila,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Clypeophysalosporaceae,Bagadiella,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Clypeophysalosporaceae,Clypeophysalospora,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Clypeophysalosporaceae,Neophysalospora,plant_pathogen,foliar_endophyte,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Clypeophysalosporaceae,Plectosphaera,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Cylindriaceae,Cylindrium,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hansfordiaceae,Hansfordia,unspecified_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Apiothyrium,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Arecomyces,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Arwidssonia,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Cesatiella,litter_saprotroph,wood_saprotroph,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Chamaeascus,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Discosphaerina,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Exarmidium,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Frondicola,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Hyponectria,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Lichenoverruculina,lichenized,,thallus_photosynthetic
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Micronectria,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Papilionovela,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Pellucida,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Phragmitensis,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Physalospora,wood_saprotroph,foliar_endophyte,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Rachidicola,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Hyponectriaceae,Xenothecium,unspecified_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Iodosphaeriaceae,Iodosphaeria,litter_saprotroph,wood_saprotroph,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Melogrammataceae,Melogramma,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Phlogicylindriaceae,Ciferriascosea,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Phlogicylindriaceae,Idriellomyces,litter_saprotroph,plant_pathogen,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Phlogicylindriaceae,Phlogicylindrium,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Pseudomassariaceae,Leiosphaerella,foliar_endophyte,litter_saprotroph,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Pseudomassariaceae,Pseudapiospora,unspecified_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Pseudomassariaceae,Pseudomassaria,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Pseudomassariaceae,Pseudomassariella,unspecified_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Pseudotruncatellaceae,Pseudotruncatella,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Allelochaeta,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Annellolacinia,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Bartalinia,foliar_endophyte,litter_saprotroph,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Broomella,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Ciliochorella,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Discosia,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Doliomyces,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Hyalotiella,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Hymenopleella,wood_saprotroph,foliar_endophyte,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Hyphodiscosia,wood_saprotroph,plant_pathogen,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Immersidiscosia,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Monochaetia,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Morinia,unspecified_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Neopestalotiopsis,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Pestalotiopsis,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Pseudopestalotiopsis,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Robillarda,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Sarcostroma,wood_saprotroph,litter_saprotroph,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seimatosporium,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seiridium,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Sporocadus,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Strickeria,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Synnemapestaloides,plant_pathogen,wood_saprotroph,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Truncatella,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amphisphaeriales,Vialaeaceae,Vialaea,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amplistromatales,Amplistromataceae,Acidothrix,soil_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amplistromatales,Amplistromataceae,Amplistroma,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amplistromatales,Amplistromataceae,Wallrothiella,plant_pathogen,,filamentous_mycelium
Ascomycota,Sordariomycetes,Amplistromatales,Catabotrydaceae,Catabotrys,litter_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Annulatascus,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Annulusmagnus,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Aqualignicola,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Ascitendus,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Ayria,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Cataractispora,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Chaetorostrum,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Longicollum,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Pseudoannulatascus,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Submersisphaeria,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascaceae,Vertexicola,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Annulatascales,Annulatascales family incertae sedis,Clohiesia,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Atractosporales,Atractosporaceae,Aquaticola,wood_saprotroph,,filamentous_mycelium
Ascomycota,Sordariomycetes,Atractosporales,Atractosporaceae,Atractospora,wood_saprotroph,,filamentous_mycelium
