phylum,class,order,family,genus,primary_lifestyle,secondary_lifestyle,growth_form_template
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pseudoschizothyra,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pseudostegia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pseudozythia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pseudothyrium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pseudotorula,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pseudotracylla,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pseudotrichoconis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Psilosphaeria,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pteromycula,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pterulopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pterygosporopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pucciniospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pullospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pulvinella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Punctillina,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycmaeosphaera,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnidioarxiella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnidiopeltis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnodactylus,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnodallia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnoharknessia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnomma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnomoreletia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnopsammina,lichen_parasite,fungal_decomposer,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnoseynesia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnothera,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnothyriella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pycnothyrium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pyramidospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pyrenyllium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pyrgostroma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pyripnomyces,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Quadracaea,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Quadricladium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Quasidiscus,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Queenslandia,plant_pathogen,,filamentous_mycelium
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Quezelia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Raciborskiomyces,plant_pathogen,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Radiatispora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Raizadenia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ramakrishnanella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ramicapitulum,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ramicephala,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ramoconidiifera,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Redbia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Refractohilum,lichen_parasite,fungal_decomposer,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Repetoblastiella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhabdoclema,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhabdogloeopsis,plant_pathogen,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhabdostromella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhabdostromina,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhexoampullifera,plant_pathogen,,filamentous_mycelium
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhexoprolifer,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhipidocephalum,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhizosphaerina,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhodesia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhodesiopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhodothallus,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhombostilbella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhopalocladium,unspecified_saprotroph,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhynchomyces,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhynchoseptoria,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rhynchosporina,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Riclaretia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rileya,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Robakia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rogergoosiella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Roscoepoundia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rosulomyces,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Rota,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Ruggieria,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sadasivania,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sanjuanomyces,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sarcinosporon,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sarcoexcipula,lichen_parasite,fungal_decomposer,filamentous_mycelium
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sarcophoma,unspecified_saprotroph,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sarophorum,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sativumoides,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scaphidium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sceptrifera,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Schizothyra,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Schizothyrella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Schizothyropsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Schizotrichum,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Schroeteria,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Schwarzmannia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scirrhophoma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sclerographiopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sclerographium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scleromeris,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scleropycnis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sclerozythia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scolecobeltrania,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scolecodochium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scolecosporiella,unspecified_saprotroph,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scolecozythia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scolecotheca,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scoliotidium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scopaphoma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scopulariella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scothelius,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scutisporus,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scutopeltis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Scutopycnis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Seimatosporiopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Selenosira,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Selenosporopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Semipseudocercospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Septocytella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Septomyxella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Septopatella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Septosporiopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Septosporium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Septotrullula,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sessiliospora,lichen_parasite,fungal_decomposer,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Setolibertella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Setophiale,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Setosporella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Seynesiopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Shawiella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sheariella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sheathnema,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Shivomyces,foliar_endophyte,litter_saprotroph,filamentous_mycelium
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Siamia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sigmatomyces,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Simmonsiella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirexcipula,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirocyphis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirogloea,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Siroligniella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirophoma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Siroplacodium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Siropleura,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Siroscyphellina,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirosperma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirosphaera,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirosporonaemella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirozythia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirozythiella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirothecium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirothyriella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sirothyrium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sitochora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Skoua,pollen_saprotroph,animal-associated,filamentous_mycelium
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Soloacrospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Solosympodiella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Soloterminospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spermatoloncha,,,filamentous_mycelium
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spermochaetella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spermosporella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sphaeridium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sphaeriostromella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sphaeromma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sphaeronema,wood_saprotroph,,filamentous_mycelium
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sphaerophoma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sphaerulomyces,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spicularia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spilomium,lichen_parasite,fungal_decomposer,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spinulospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spiralum,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spiropes,mycoparasite,fungal_decomposer,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Splanchospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spondylocladiella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Spondylocladiopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sporhaplus,lichenized,,thallus_photosynthetic
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sporidesmiopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sporoglena,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sporophiala,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sporotretophora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stachybotryella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stagonopatella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stagonopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stagonosporina,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stagonostromella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stalagmochaetia,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stanhughesiella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stauronema,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stauronematopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Staurophoma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stegonsporiopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stellifraga,lichen_parasite,fungal_decomposer,filamentous_mycelium
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stellomyces,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stellopeltis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stellospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stellothyriella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stenocephalopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stenospora,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stephembruneria,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stevensonula,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stictopatella,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stictosepta,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stigmatellina,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stigmea,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stigmella,plant_pathogen,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stigmopeltis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stilbellula,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stilbodendron,unspecified_saprotroph,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stilbophoma,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Strasseriopsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stratiphoromyces,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Striosphaeropsis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stromatocrea,unspecified_saprotroph,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stromatopycnis,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stromatostysanus,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Strongylothallus,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stygiomyces,lichen_parasite,fungal_decomposer,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Stylaspergillus,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Subhysteropycnis,lichenized,,thallus_photosynthetic
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Subicularium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Suttoniella,litter_saprotroph,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Suttonina,plant_pathogen,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Syamithabeeja,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sylviacollaea,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Symphysos,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sympodiocladium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sympodioclathra,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sympodioplanus,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Sympodiosynnema,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Synchronoblastia,plant_pathogen,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Syncladium,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Synnemacrodictys,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Synnemaseimatoides,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Synostomina,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Syphosphaera,,,
Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Systremmopsis,,,
