PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
-0.2407025754328444,0.12704601958238718,-0.12615431591072604,-0.38299763239387785,0.44117180692391894,0.13221137095101712,-0.36845565798369784,-0.1630259069974994,0.05115354531765135,0.09651789241893878,-0.12774186768640672,-0.07624239884367501,-0.1125440296397592
-0.22677146222329342,0.10657303191964604,-0.28899421952276183,-0.41321315037234596,0.19969788287170934,0.03320200648439588,0.5027148482736906,0.07731590112814521,0.09756810914030709,0.048388014645518375,0.0078747654452805,0.033480552803433886,0.12471401944571592
0.5019512820440112,0.5640644992887093,-0.044702458066976127,-0.1165552149958539,-0.3013160186526877,0.46935501506972677,0.03357142646164073,-0.03654024228824484,0.13229426921239712,0.004577722050342985,0.030635316326332363,-0.0026321815890043834,-0.05630455243862121
0.28220187315077705,-0.3213030690624928,0.14030515778596375,-0.28604128913864757,-0.19144939747964118,-0.05191916924716498,0.08331696422439122,-0.6004791317699807,-0.16337530931170188,0.23505326899118986,-0.04831408806226767,0.024789343094054533,0.26147172545257796
0.27888985494815577,-0.271827476860988,0.17965284594665884,-0.16677438318706872,-0.017033304204062676,-0.2056217508359716,-0.039801620224425995,0.035793539922519935,0.23569235430897278,-0.20310621979715865,-0.39184192408227486,0.035873759874691005,-0.19649869482306856
0.11844260604870062,0.044755094741394726,-0.36588193414431414,-0.005358224890459657,0.08043191466541452,-0.13709841407071383,-0.15573489149448513,-0.06851694744457734,0.0056840137651778914,-0.2810793594344581,-0.3147791596044894,0.008242391807014592,0.044564664714499776
0.2212558469031103,0.23462542817803653,-0.05932521280986196,0.32245089849644293,0.23197435265083483,-0.4308393846605272,0.063377882043144207,-0.19892621641041952,0.13289170179788545,0.021318127145233096,0.2981941855677504,-0.3777009175091567,0.020195250883230664
0.1282278069114521,-0.2347235898988861,-0.15678755415545365,-0.12816152701002395,-0.02985277115370792,-0.124210280550186,0.1305390390052844,0.16646533998688975,-0.031232338738410345,0.25434520650772613,0.13545103300320832,-0.017533820082538433,-0.6894243008997223
0.1843438175882984,-0.29633550606598646,0.08588387727346745,0.42333554067766466,0.5195070088611359,0.5471036532707971,0.23382775232301367,-0.013263881554058683,-0.10420266946187591,-0.03286988683355262,-0.11721571036516042,-0.007723696198646591,5.309372523684986e-4
0.08763385086580654,-0.16688231382613702,-0.0010865952047962775,0.11488806729181003,0.03437290266124408,-0.16868414556480613,-0.09945622689840117,0.09112672258236316,0.1858655544242186,0.21337886050438867,0.1868369751550538,0.3168822981782967,0.17107001131222999
0.17295647218024401,-0.14414705106890255,-0.1647949928664217,-0.006440433528914554,0.06726151407767396,-0.04006099943952106,-0.15172452555109053,0.28091063395021626,0.36139966043875443,0.01961030363904405,0.24209676268224747,0.021376632437711547,0.3721975828922191
-0.08194242864280873,-0.07056660215706267,-0.30402562397637245,0.0763761827542026,-0.1988799792157063,0.048783746149263625,0.054849992460984744,-0.008579365501613909,-0.4233807603382768,-0.10323661971772063,0.22328321371765733,0.048920746044026804,-0.009501888691166424
-0.05090564935251033,-0.0546914303333605,-0.143666782283111,0.033239851734059266,-0.16174735535956142,0.009878574283667459,0.04828935924265439,0.35691102112162026,-0.04655042441746693,0.1925394164867328,-0.28577498015594394,0.09143144602915804,0.1824733433214985
-0.10100866625985655,-0.16762805498937727,-0.42417069707841265,0.1715429243493984,-0.23586363054245188,0.054597029231839476,-0.19484177690148097,-0.11882360916680702,-0.17706367563765052,-0.27810032816827446,-0.01139327017971776,-0.2413745415952109,-0.006274243615000523
-0.028802561985322966,-0.016373326854547166,0.23948138046497636,-0.12706724987009757,0.08749582838568391,0.057575232856722,-0.3970418147523586,0.02169952528189373,-0.11519061119724314,-0.293263614427624,0.2224307035229903,0.17778646647526494,0.03670145063545663
0.03502238578824356,0.3412360549949108,0.10569445048269414,0.22883768866637477,0.07227260333881937,-0.32665153186333745,0.10428434539018623,4.488825611150301e-4,-0.3621442211731074,0.05559918378574291,-0.3092372417736704,0.3856088622673841,-0.03599646344893944
-0.13915842373429152,-0.02642973591320398,6.24111442975589e-4,0.12119941115690226,-0.15741680135131353,0.06161386756149619,0.013753261224359695,-0.023783116711228736,0.20003248879258917,-0.05908916336753817,0.09846231234715493,0.26772089745481553,-0.15306520821639852
-0.1872731527657939,0.07753225955135237,0.19642572749162965,0.07715924671778543,-0.03965204074221158,-0.06166026934004195,0.19302552623913904,-0.14017686565407983,0.2628948915096145,-0.22927849046046728,-0.013383129824095164,-0.21572907756877793,-0.22659963807378317
