otu_num,phylum,class,order,family,genus,species,primary_lifestyle
otu_2521,Glomeromycota,Glomeromycetes,Diversisporales,unidentified,unidentified,unidentified,NA
otu_2522,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,NA,NA,NA
otu_2523,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_2524,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_2525,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,unidentified,pollen_saprotroph
otu_2526,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_2527,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_chaetospira,soil_saprotroph
otu_2528,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2529,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylaria,unidentified,NA
otu_2530,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,arbuscular_mycorrhizal
otu_2531,NA,NA,NA,NA,NA,NA,NA
otu_2532,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_bandonii,NA
otu_2533,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_2534,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,NA
otu_2535,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,unidentified,arbuscular_mycorrhizal
otu_2536,Glomeromycota,Archaeosporomycetes,Archaeosporales,unidentified,unidentified,Archaeosporales_sp,NA
otu_2537,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Ramariopsis,Ramariopsis_flavescens,soil_saprotroph
otu_2538,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_neonigrita,soil_saprotroph
otu_2539,NA,NA,NA,NA,NA,NA,NA
otu_2540,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_2541,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,NA,NA
otu_2542,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA
otu_2543,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_2544,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Trichothecium,Trichothecium_crotocinigenum,NA
otu_2545,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA
otu_2546,Ascomycota,Dothideomycetes,Acrospermales,Acrospermales_fam_Incertae_sedis,Leptodiscella,Leptodiscella_africana,NA
otu_2547,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,NA,plant_pathogen
otu_2548,NA,NA,NA,NA,NA,NA,NA
otu_2549,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus,Microascus_verrucosus,soil_saprotroph
otu_2550,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,NA
otu_2551,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,NA,soil_saprotroph
otu_2552,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozyma,Piskurozyma_taiwanensis,soil_saprotroph
otu_2553,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2554,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,unidentified,animal_parasite
otu_2555,NA,NA,NA,NA,NA,NA,NA
otu_2556,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Dominikia_iranica,arbuscular_mycorrhizal
otu_2557,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_2558,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_2559,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_2560,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_2561,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_2562,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Porosphaerella,Porosphaerella_cordanophora,foliar_endophyte
otu_2563,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Parasarocladium,NA,NA
otu_2564,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_2565,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,NA,NA
otu_2566,NA,NA,NA,NA,NA,NA,NA
otu_2567,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2568,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2569,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_2570,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_2571,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA,NA
otu_2572,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,litter_saprotroph
otu_2573,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_2574,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,NA
otu_2575,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Xenochalara,unidentified,NA
otu_2576,NA,NA,NA,NA,NA,NA,NA
otu_2577,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2578,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,soil_saprotroph
otu_2579,NA,NA,NA,NA,NA,NA,NA
otu_2580,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,NA,animal_parasite
otu_2581,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_luteola,animal_parasite
otu_2582,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,NA,NA,NA
otu_2583,NA,NA,NA,NA,NA,NA,NA
otu_2584,NA,NA,NA,NA,NA,NA,NA
otu_2585,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,unidentified,unidentified,NA
otu_2586,Ascomycota,Archaeorhizomycetes,NA,NA,NA,NA,NA
otu_2587,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,NA
otu_2588,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Laburnicola,NA,wood_saprotroph
otu_2589,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,NA,NA
otu_2590,NA,NA,NA,NA,NA,NA,NA
otu_2591,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Murispora,Murispora_medicaginicola,wood_saprotroph
otu_2592,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA,NA
otu_2593,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,NA
otu_2594,NA,NA,NA,NA,NA,NA,NA
otu_2595,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_2596,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_zeae,animal_parasite
otu_2597,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Dissoconium,Dissoconium_eucalypti,litter_saprotroph
otu_2598,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,NA,NA
otu_2599,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_globispora,soil_saprotroph
otu_2600,NA,NA,NA,NA,NA,NA,NA
otu_2601,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,unidentified,animal_parasite
otu_2602,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus,Aphanoascus_keratinophilus,soil_saprotroph
otu_2603,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2604,Ascomycota,Geoglossomycetes,Geoglossales,unidentified,unidentified,unidentified,NA
otu_2605,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_2606,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,NA,wood_saprotroph
otu_2607,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris_brizae,plant_pathogen
otu_2608,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_heptemerus,soil_saprotroph
otu_2609,Basidiomycota,Tremellomycetes,NA,NA,NA,NA,NA
otu_2610,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,NA,pollen_saprotroph
otu_2611,NA,NA,NA,NA,NA,NA,NA
otu_2612,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_dimennae,soil_saprotroph
otu_2613,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,Pseudocoleophoma_calamagrostidis,plant_pathogen
otu_2614,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,unidentified,arbuscular_mycorrhizal
otu_2615,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2616,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,Niesslia_indica,litter_saprotroph
otu_2617,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae,litter_saprotroph
otu_2618,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2619,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA
otu_2620,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2621,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_aloeticola,wood_saprotroph
otu_2622,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Laburnicola,unidentified,wood_saprotroph
otu_2623,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella_vermicola,animal_parasite
otu_2624,Ascomycota,Dothideomycetes,Pleosporales,Parabambusicolaceae,Multiseptospora,Multiseptospora_thailandica,wood_saprotroph
otu_2625,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,NA
otu_2626,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_2627,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_2628,Ascomycota,Dothideomycetes,Pleosporales,Amorosiaceae,Angustimassarina,NA,mycoparasite
otu_2629,Ascomycota,Sordariomycetes,Glomerellales,Reticulascaceae,Reticulascus,unidentified,wood_saprotroph
otu_2630,NA,NA,NA,NA,NA,NA,NA
otu_2631,NA,NA,NA,NA,NA,NA,NA
otu_2632,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_spicifera,plant_pathogen
otu_2633,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium,Scolecobasidium_constrictum,animal_parasite
otu_2634,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2635,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,NA,dung_saprotroph
otu_2636,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,NA,NA,NA
otu_2637,NA,NA,NA,NA,NA,NA,NA
otu_2638,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_africana,dung_saprotroph
otu_2639,Anthophyta,Eudicotyledonae,Asterales,Asteraceae,Taraxacum,unidentified,NA
otu_2640,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_herbamans,root_endophyte
otu_2641,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_2642,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,arbuscular_mycorrhizal
otu_2643,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2644,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe,NA,plant_pathogen
otu_2645,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA,NA
otu_2646,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,litter_saprotroph
otu_2647,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_2648,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,NA
otu_2649,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_2650,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_acriolens,ectomycorrhizal
otu_2651,Ascomycota,GS35,unidentified,unidentified,unidentified,unidentified,NA
otu_2652,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,unidentified,unidentified,unidentified,NA
otu_2653,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2654,NA,NA,NA,NA,NA,NA,NA
otu_2655,NA,NA,NA,NA,NA,NA,NA
otu_2656,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2657,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2658,NA,NA,NA,NA,NA,NA,NA
otu_2659,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Cyathicula,Cyathicula_culmicola,litter_saprotroph
otu_2660,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_2661,NA,NA,NA,NA,NA,NA,NA
otu_2662,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Phlyctochytrium,Phlyctochytrium_reinboldtiae,NA
otu_2663,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_hungarica,litter_saprotroph
otu_2664,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Heterochaete,Heterochaete_shearii,NA
otu_2665,Basidiomycota,Agaricomycetes,Boletales,Melanogastraceae,Melanogaster,NA,ectomycorrhizal
otu_2666,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_2667,NA,NA,NA,NA,NA,NA,NA
otu_2668,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Wojnowiciella,NA,litter_saprotroph
otu_2669,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_2670,Chlorophyta,Trebouxiophyceae,Chlorellales,unidentified,unidentified,unidentified,NA
otu_2671,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_wieringae,unspecified_saprotroph
otu_2672,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_2673,NA,NA,NA,NA,NA,NA,NA
otu_2674,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,soil_saprotroph
otu_2675,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_2676,NA,NA,NA,NA,NA,NA,NA
otu_2677,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_2678,NA,NA,NA,NA,NA,NA,NA
otu_2679,NA,NA,NA,NA,NA,NA,NA
otu_2680,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_2681,NA,NA,NA,NA,NA,NA,NA
otu_2682,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,soil_saprotroph
otu_2683,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,unidentified,arbuscular_mycorrhizal
otu_2684,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2685,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,NA,NA,NA
otu_2686,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria,unidentified,dung_saprotroph
otu_2687,Anthophyta,Eudicotyledonae,Fabales,Fabaceae,Medicago,NA,NA
otu_2688,NA,NA,NA,NA,NA,NA,NA
otu_2689,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_2690,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Clathrosphaerina,Clathrosphaerina_zalewskii,litter_saprotroph
otu_2691,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2692,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_cavaraeanum,NA
otu_2693,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2694,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,unidentified,NA
otu_2695,NA,NA,NA,NA,NA,NA,NA
otu_2696,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2697,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_2698,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces,Limonomyces_roseipellis,plant_pathogen
otu_2699,NA,NA,NA,NA,NA,NA,NA
otu_2700,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified,root_endophyte
otu_2701,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,Clohesyomyces,Clohesyomyces_aquaticus,wood_saprotroph
otu_2702,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_2703,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2704,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,NA,NA,NA
otu_2705,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_2706,Ascomycota,Dothideomycetes,Pleosporales,Paradictyoarthriniaceae,Xenomassariosphaeria,unidentified,wood_saprotroph
otu_2707,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_2708,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,unidentified,wood_saprotroph
otu_2709,NA,NA,NA,NA,NA,NA,NA
otu_2710,NA,NA,NA,NA,NA,NA,NA
otu_2711,NA,NA,NA,NA,NA,NA,NA
otu_2712,Glomeromycota,unidentified,unidentified,unidentified,unidentified,unidentified,NA
otu_2713,NA,NA,NA,NA,NA,NA,NA
otu_2714,Anthophyta,Monocotyledonae,Poales,Poaceae,NA,NA,NA
otu_2715,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,NA,NA
otu_2716,Glomeromycota,NA,NA,NA,NA,NA,NA
otu_2717,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unidentified,unidentified,unidentified,NA
otu_2718,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,unidentified,plant_pathogen
otu_2719,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Lindtneria,NA,wood_saprotroph
otu_2720,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_irregularis,soil_saprotroph
otu_2721,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_tiftonensis,unspecified_saprotroph
otu_2722,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA,NA
otu_2723,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania_aenea,wood_saprotroph
otu_2724,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Pleurophoma,unidentified,plant_pathogen
otu_2725,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,Typhula_micans,plant_pathogen
otu_2726,Mortierellomycota,Mortierellomycetes,Mortierellales,unidentified,unidentified,unidentified,NA
otu_2727,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA,NA
otu_2728,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA,NA
otu_2729,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_chlamydocopiosa,plant_pathogen
otu_2730,NA,NA,NA,NA,NA,NA,NA
otu_2731,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2732,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Subplenodomus,Subplenodomus_valerianae,plant_pathogen
otu_2733,Ascomycota,Sordariomycetes,Microascales,Microascales_fam_Incertae_sedis,Cephalotrichiella,Cephalotrichiella_penicillata,NA
otu_2734,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,Lepista_sordida,NA
otu_2735,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2736,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_2737,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,NA,NA,NA
otu_2738,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA
otu_2739,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2740,Ascomycota,Sordariomycetes,Microascales,Microascaceae,NA,NA,NA
otu_2741,NA,NA,NA,NA,NA,NA,NA
otu_2742,NA,NA,NA,NA,NA,NA,NA
otu_2743,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus_laccatum,arbuscular_mycorrhizal
otu_2744,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria_etheridgei,plant_pathogen
otu_2745,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA,NA
otu_2746,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,NA,unspecified_saprotroph
otu_2747,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_2748,NA,NA,NA,NA,NA,NA,NA
otu_2749,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_2750,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_horticola,soil_saprotroph
otu_2751,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_2752,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2753,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Cotylidia,Cotylidia_carpatica,NA
otu_2754,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_2755,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA,NA
otu_2756,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium_iridis,soil_saprotroph
otu_2757,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Sphaerellopsis,Sphaerellopsis_filum,plant_pathogen
otu_2758,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2759,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,NA,NA
otu_2760,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA
otu_2761,NA,NA,NA,NA,NA,NA,NA
otu_2762,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2763,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,NA,NA
otu_2764,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_dimennae,soil_saprotroph
otu_2765,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_hyalina,litter_saprotroph
otu_2766,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2767,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metapochonia,Metapochonia_suchlasporia,animal_parasite
otu_2768,Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Ambispora_gerdemannii,arbuscular_mycorrhizal
otu_2769,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,NA,arbuscular_mycorrhizal
otu_2770,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_marquandii,animal_parasite
otu_2771,NA,NA,NA,NA,NA,NA,NA
otu_2772,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Parasola_crataegi,soil_saprotroph
otu_2773,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_2774,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,unidentified,arbuscular_mycorrhizal
otu_2775,NA,NA,NA,NA,NA,NA,NA
otu_2776,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_apala,soil_saprotroph
otu_2777,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_2778,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium_golubevii,NA
otu_2779,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,unspecified_saprotroph
otu_2780,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Phlyctochytrium,Phlyctochytrium_reinboldtiae,NA
otu_2781,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_2782,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA,NA
otu_2783,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA,NA
otu_2784,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neostagonospora,NA,litter_saprotroph
otu_2785,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Eucasphaeria,Eucasphaeria_capensis,plant_pathogen
otu_2786,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2787,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,NA,NA
otu_2788,NA,NA,NA,NA,NA,NA,NA
otu_2789,NA,NA,NA,NA,NA,NA,NA
otu_2790,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,soil_saprotroph
otu_2791,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Hypochnicium,Hypochnicium_multiforme,wood_saprotroph
otu_2792,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_2793,Anthophyta,Monocotyledonae,Poales,Poaceae,NA,NA,NA
otu_2794,NA,NA,NA,NA,NA,NA,NA
otu_2795,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,unidentified,soil_saprotroph
otu_2796,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_2797,NA,NA,NA,NA,NA,NA,NA
otu_2798,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,NA,soil_saprotroph
otu_2799,Glomeromycota,Glomeromycetes,Diversisporales,unidentified,unidentified,unidentified,NA
otu_2800,NA,NA,NA,NA,NA,NA,NA
otu_2801,Glomeromycota,NA,NA,NA,NA,NA,NA
otu_2802,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_flocculosum,soil_saprotroph
otu_2803,Anthophyta,Monocotyledonae,Poales,Poaceae,NA,NA,NA
