otu_num,phylum,class,order,family,genus,species,primary_lifestyle
otu_1,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_oxysporum,plant_pathogen
otu_2,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_exigua,soil_saprotroph
otu_3,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,NA,plant_pathogen
otu_4,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_5,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,NA
otu_6,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,NA
otu_7,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,NA,plant_pathogen
otu_8,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_9,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia_pullulans,soil_saprotroph
otu_10,Ascomycota,NA,NA,NA,NA,NA,NA
otu_11,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_grisea,wood_saprotroph
otu_12,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Staphylotrichum,unidentified,NA
otu_13,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina,plant_pathogen
otu_14,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_15,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_16,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_ramulariae,plant_pathogen
otu_17,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA,NA
otu_18,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,NA,litter_saprotroph
otu_19,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_20,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,NA,wood_saprotroph
otu_21,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,Setophoma_terrestris,plant_pathogen
otu_22,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA,animal_parasite
otu_23,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,plant_pathogen
otu_24,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,Leohumicola_minima,NA
otu_25,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_26,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_flanaganii,dung_saprotroph
otu_27,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,NA,soil_saprotroph
otu_28,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_chlamydosporum,plant_pathogen
otu_29,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,Mariannaea_punicea,wood_saprotroph
otu_30,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla_aquaeductuum,mycoparasite
otu_31,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_32,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,unidentified,NA
otu_33,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,plant_pathogen
otu_34,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_deciduus,dung_saprotroph
otu_35,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,NA,animal_parasite
otu_36,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_37,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_38,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_39,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,unidentified,wood_saprotroph
otu_40,Ascomycota,NA,NA,NA,NA,NA,NA
otu_41,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_minutissima,soil_saprotroph
otu_42,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_43,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_concentricum,plant_pathogen
otu_44,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_intestinacea,NA
otu_45,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA,NA
otu_46,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,NA,NA,NA
otu_47,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_48,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,unidentified,NA
otu_49,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,unidentified,soil_saprotroph
otu_50,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,unidentified,NA
otu_51,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_52,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_53,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_neobrittanica,plant_pathogen
otu_54,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_55,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,NA,soil_saprotroph
otu_56,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius_titubans,dung_saprotroph
otu_57,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_58,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,NA,plant_pathogen
otu_59,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_60,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Heydenia,unidentified,NA
otu_61,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus_rugulosus,soil_saprotroph
otu_62,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_63,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_64,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA,NA
otu_65,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella_baccata,plant_pathogen
otu_66,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,NA,soil_saprotroph
otu_67,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_68,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,NA,plant_pathogen
otu_69,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_70,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_xanthothrix,soil_saprotroph
otu_71,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Fusariella,unidentified,NA
otu_72,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,NA
otu_73,NA,NA,NA,NA,NA,NA,NA
otu_74,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Minimedusa,Minimedusa_polyspora,NA
otu_75,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,soil_saprotroph
otu_76,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Subulicystidium,NA,wood_saprotroph
otu_77,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_78,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Panaeolus,Panaeolus_subbalteatus,NA
otu_79,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_80,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,NA,NA,NA
otu_81,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_strigosellum,mycoparasite
otu_82,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Slopeiomyces,Slopeiomyces_cylindrosporus,root_endophyte
otu_83,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Spirosphaera,Spirosphaera_cupreorufescens,NA
otu_84,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_intestinacea,NA
otu_85,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_86,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,NA
otu_87,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,plant_pathogen
otu_88,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Dermoloma,NA,soil_saprotroph
otu_89,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_90,Ascomycota,NA,NA,NA,NA,NA,NA
otu_91,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon_pratense,NA
otu_92,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA,dung_saprotroph
otu_93,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_94,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,mycoparasite
otu_95,NA,NA,NA,NA,NA,NA,NA
otu_96,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,mycoparasite
otu_97,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,NA
otu_98,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Panaeolus,Panaeolus_subbalteatus,NA
otu_99,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus_biglobosus,plant_pathogen
otu_100,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,NA,soil_saprotroph
otu_101,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,unidentified,unidentified,NA
otu_102,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Glutinoglossum,NA,soil_saprotroph
otu_103,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_104,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,NA,NA,NA
otu_105,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,Cyathus_stercoreus,litter_saprotroph
otu_106,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,unidentified,soil_saprotroph
otu_107,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_108,NA,NA,NA,NA,NA,NA,NA
otu_109,NA,NA,NA,NA,NA,NA,NA
otu_110,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,NA,NA,NA
otu_111,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,unidentified,unidentified,NA
otu_112,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_113,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_coronata,dung_saprotroph
otu_114,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,unidentified,soil_saprotroph
otu_115,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_116,Basidiomycota,Agaricomycetes,Geastrales,unidentified,unidentified,unidentified,NA
otu_117,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,Clohesyomyces,Clohesyomyces_aquaticus,wood_saprotroph
otu_118,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_119,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_120,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Montagnula,Montagnula_scabiosae,wood_saprotroph
otu_121,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_122,Ascomycota,Eurotiomycetes,NA,NA,NA,NA,NA
otu_123,Ascomycota,NA,NA,NA,NA,NA,NA
otu_124,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA,NA
otu_125,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_austrohemisphaerica,NA
otu_126,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,litter_saprotroph
otu_127,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,NA
otu_128,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_129,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,unidentified,unspecified_saprotroph
otu_130,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Subulicystidium,NA,wood_saprotroph
otu_131,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_132,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Achroiostachys,Achroiostachys_betulicola,soil_saprotroph
otu_133,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium_verrucaria,litter_saprotroph
otu_134,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_135,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,NA,plant_pathogen
otu_136,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_137,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocarpon,unidentified,plant_pathogen
otu_138,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA,NA
otu_139,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_140,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,Striaticonidium_cinctum,soil_saprotroph
otu_141,NA,NA,NA,NA,NA,NA,NA
otu_142,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_143,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_144,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pseudaleuria,unidentified,soil_saprotroph
otu_145,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,NA
otu_146,NA,NA,NA,NA,NA,NA,NA
otu_147,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium_aseptatum,litter_saprotroph
otu_148,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_149,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_150,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_strictum,NA
otu_151,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,litter_saprotroph
otu_152,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_153,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_algeriense,plant_pathogen
otu_154,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,soil_saprotroph
otu_155,Ascomycota,NA,NA,NA,NA,NA,NA
otu_156,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Agrocybe,NA,NA
otu_157,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_vinaceobrunnea,ectomycorrhizal
otu_158,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_159,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Pleurophragmium,unidentified,NA
otu_160,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_161,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA
otu_162,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_obsoleta,ectomycorrhizal
otu_163,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,NA,NA,NA
otu_164,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Deconica,Deconica_xeroderma,litter_saprotroph
otu_165,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_166,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA,NA
otu_167,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA,NA
otu_168,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Albifimbria,Albifimbria_verrucaria,soil_saprotroph
otu_169,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_bispora,wood_saprotroph
otu_170,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_fumosa,soil_saprotroph
otu_171,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA
otu_172,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,Corynespora_cassiicola,plant_pathogen
otu_173,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_174,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_175,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_176,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella,unidentified,NA
otu_177,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_178,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_179,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia_fusispora,plant_pathogen
otu_180,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Leucoglossum,unidentified,soil_saprotroph
otu_181,NA,NA,NA,NA,NA,NA,NA
otu_182,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_lagopides,soil_saprotroph
otu_183,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Triangularia,NA,NA
otu_184,NA,NA,NA,NA,NA,NA,NA
otu_185,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_186,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA,NA
otu_187,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA,NA
otu_188,NA,NA,NA,NA,NA,NA,NA
otu_189,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,NA
otu_190,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,unidentified,pollen_saprotroph
otu_191,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,unidentified,NA
otu_192,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_alpina,soil_saprotroph
otu_193,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA
otu_194,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_195,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_196,NA,NA,NA,NA,NA,NA,NA
otu_197,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,NA,NA,NA
otu_198,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_199,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_200,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,unidentified,plant_pathogen
otu_201,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_polychromum,NA
otu_202,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,unidentified,wood_saprotroph
otu_203,NA,NA,NA,NA,NA,NA,NA
otu_204,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA,NA
otu_205,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,Lachnum_pygmaeum,NA
otu_206,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_207,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,mycoparasite
otu_208,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,NA
otu_209,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_verrucispermus,soil_saprotroph
otu_210,NA,NA,NA,NA,NA,NA,NA
otu_211,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_212,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_spaethianum,plant_pathogen
otu_213,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Neobulgaria,NA,NA
otu_214,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_215,Ascomycota,NA,NA,NA,NA,NA,NA
otu_216,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_tenuipes,soil_saprotroph
otu_217,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeris,Lasiosphaeris_hispida,NA
otu_218,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_219,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_220,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_221,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,soil_saprotroph
otu_222,NA,NA,NA,NA,NA,NA,NA
otu_223,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,Striatibotrys_eucylindrospora,soil_saprotroph
otu_224,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,soil_saprotroph
otu_225,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,litter_saprotroph
otu_226,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Clathrosphaerina,Clathrosphaerina_zalewskii,litter_saprotroph
otu_227,NA,NA,NA,NA,NA,NA,NA
otu_228,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,root_endophyte
otu_229,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,unidentified,unidentified,NA
otu_230,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,NA,NA
otu_231,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_232,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_233,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_234,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_235,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA,NA
otu_236,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Ramophialophora,unidentified,NA
otu_237,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hymenogaster,NA,ectomycorrhizal
otu_238,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_239,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA,NA
otu_240,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_241,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pteridiospora,unidentified,NA
otu_242,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_243,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_244,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_245,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_vermifera,root_endophyte
otu_246,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_oxyacanthae,wood_saprotroph
otu_247,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_248,Basidiomycota,Agaricomycetes,Geastrales,unidentified,unidentified,unidentified,NA
otu_249,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,ectomycorrhizal
otu_250,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_251,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_252,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,unidentified,wood_saprotroph
otu_253,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_254,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_fusidioides,NA
otu_255,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,NA,NA
otu_256,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_257,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_258,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA,NA
otu_259,Ascomycota,Leotiomycetes,Helotiales,Chaetomellaceae,Chaetomella,Chaetomella_raphigera,NA
otu_260,NA,NA,NA,NA,NA,NA,NA
otu_261,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,unidentified,unidentified,NA
otu_262,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Sistotrema,NA,NA
otu_263,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_264,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_265,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,unidentified,litter_saprotroph
otu_266,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA,wood_saprotroph
otu_267,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Efibulobasidium,unidentified,litter_saprotroph
