sv_num,otu_ID,class,order,family,genus,taxon,accession
sv_1,320f3edc7b48ba5691766ccc71b0d898,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Douhan3, VTX00212
sv_2,97cefc055a2fa1b8caf5b81635b3fde7,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_3,2c47b9acb976f06611bddfe10f97e217,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_4,7487be824e0acea7ee8c22b94f1376ae,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_5,e8cbf85e2f78be8ff21c0c3e0f509639,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_6,87ff74cc0f55f12dc4056a4a8a2c72bd,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_7,f10a50b1220da2d3e275f9772b3c2898,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_8,0d508e08bf3048aa561e7c9d96e3bea9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_9,4a4251fdd8c94240584c5d4ff6aeb094,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo7, VTX00214
sv_10,210c71717f87c8e4912431ed98b553f5,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Douhan9, VTX00056
sv_11,fa34a5226112d5c3040a09e932c851d1,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00177
sv_12,6fc0542bf3adee7fec1babd2646ef8f6,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G18, VTX00064
sv_13,c53835b541e6990536c815e7e4b953c2,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_14,e52a5d72a4a7a5ac0ebe5dad0d430ec8,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_15,4ae50c113ec66fe2cd07e20d0f611823,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_16,45a426b419552dcf8deaf1cc237da73c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_17,3bbb6fe91b995807a605b6f5983446a4,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo59, VTX00276
sv_18,ce12dfd0da051ffb0ed18e3eb924dd15,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Douhan3, VTX00212
sv_19,7a50583e4c0a2583573e8ebecf8fa907,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_20,c01d0bc28a5fb412aa7b06a28b808e3c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00177
sv_21,0c0b462f8d5de10f429a4a5339afa569,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_22,3fa83787d65a490d928ea85a00a8c8bb,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus ORVIN GLO4, VTX00278
sv_23,438dad17f499ab8c84b2dadd36a0bcbb,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_24,e57559a910fd8763695edf2a45af4ecf,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_25,3ea271a390b5f981a235cd62868e5989,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_26,017839fccf682a6e9cdde4e078b39519,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_27,e7251f7cb36f04986a298ba5f7c4b89f,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_28,e93219e3fa9866eaf244784446de5b40,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_29,d338b134f9f7963d5615f06009ce3895,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_30,50fa89cc42eb06898809ab8408c14188,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_31,999d2bb3dd8b66d293b59b85d28836a1,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_32,140da1c9edd13ad241f781f1eeb2beb8,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU16, VTX00156
sv_33,a737c9d64ea8567bd5fbd6694ced50b8,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G8, VTX00130
sv_34,19489d75f7c56f3fe08622d5539ff9f6,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G18, VTX00064
sv_35,66b093616c2a009b3c7e342de3a17845,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G18, VTX00064
sv_36,4f6d913948da846959622e546321bc27,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_37,e40cac3e7eadfc084186b670392162bb,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_38,1b047c315d8ee8a8524f04d9caf3ac74,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Douhan9, VTX00056
sv_39,023bc830ec1ab4b2125c9edee93cc9bb,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_40,08b4c352b6a374856297cc59939e1900,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_41,6575a4da1c18bf9f7d6e7073bad057f6,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo7, VTX00214
sv_42,77ac270ac1b5f45e8a8eb2e8d6dc2dd9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00177
sv_43,b723648c48efdac5dcae10eb948f5296,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_44,33af5fd0661f9d0517296641737f17f5,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_45,68b1c78e0bed0214d8c154bcc73e2259,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_46,24e0e2c3e3523c0dfe1842eff4c25078,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_47,663650390696ac576adf3531dddef4bb,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_48,d378cada02b87539df6bbcf669dc4174,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G7, VTX00199
sv_49,8faa863a3714f9bbcfbf76a496aa592c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_50,fdfc6a9206fe11fdaf5bc50ca03180a7,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus acnaGlo7, VTX00057
sv_51,bc912e1f8f8a4c0e9c4c7504bf2a4d7e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU16, VTX00156
sv_52,8358caad260504807d38cd2898ca954d,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus acnaGlo2, VTX00155
sv_53,a90b0d8694e4c06ad880655ef53443d4,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_54,d283f71f493f433a53b0c3bbc3306dc8,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp.,NA
sv_55,928594adcbd64937948fbe791e84deb4,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_56,5f7dff610e5e41496a224f9c06c36c56,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_57,0b10db9bb084d4b3233a3c6e743a461e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_58,8e0ab0341460216c742331e7dddae7b0,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Yamato2005 D, VTX00084
sv_59,1f08a6ba4170c5f3246f17bf498031ae,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_60,7ba96a903f9b390bcd78c55d23747061,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_61,61f1e4919d11bf8ae6a2e4a6b800585a,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_62,4fca16b49e27701e6b962c029d49f2eb,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_63,20b9819cb3c9e302aa6165acd0c4329d,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_64,747d4a574a1aca1d6d01a45ee9529c04,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_65,be7c0a15cf559870b8837a0a165435a4,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00234
sv_66,011c425e4c3599f39f7d5fa04dc1686d,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_67,f0cc400dc0c00335b7f2c8c0cb93a1ca,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G20, VTX00143
sv_68,7bc067a6540c755cd1578b51202b746f,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_69,c40379b949044e9782baada99f17db5f,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_70,9bb0bf8be08f0f8a3ab32d1c0c303bb3,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00159
sv_71,b5ace7f97324a861587747599210cfa3,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_72,5090f31ae98220b86d5ebdcbcb50639a,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_73,90f0fdcfde69405c7ab111c1377a4757,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU4, VTX00086
sv_74,96d65ae63aaf56da55cedd4fcdb05425,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_75,22e462b5159ccfade45d36f0feb1d751,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_76,5bb0ff12f216fad2d9d3a9d1813d2fbe,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo8, VTX00175
sv_77,b06022708344ecd30dad35de25cbf507,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_78,420028dc2dfc3e9c6a9e5d43b3cfd66b,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_79,132ccfc0da746037dbbad52507f0a381,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_80,c4d165f96f77b93638cf89a9aaca0c0a,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora MO-GC1, VTX00060
sv_81,9bd4e3df0e3f0ccb05679d5a91734e37,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_82,e4cd5f7fd4cbb511e8f17b07d8df6cd4,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_83,98107578c7eed00e95b2b89858397794,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo-D, VTX00103
sv_84,f232c1c1ba99188e4f0d5698dd8784af,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_85,72f025306b465e5a915bf5a9d59a2167,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_86,a967c9fd2dee4876c959167ef691e63c,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_87,57437b1275fc1f83d37f693788c54229,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus ORVIN GLO1E, VTX00151
sv_88,926e25af8f1ea74cf8e2ff69aac9dbd1,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_89,d5c9a2c52df41011f02cb461b16b464b,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_90,22674d53f20b0b70bd9f5486f7f60697,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_91,dd5db82dac9abbcdce904032abaaf2c0,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus viscosum, VTX00063
sv_92,32b1888516bfdc3819374f1fc951889e,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus, Paraglomus Pa 1, VTX00335
sv_93,7b10cece76c2127a6a264ba37893b277,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_94,36075b441e61fae7c30ce9eb98e657fe,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_95,b569f987e0c2f77ffbf448a1067ecdf8,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_96,12d0f9c7a825be4eff5ea29fe1d8bb1c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Torrecillas12b Glo G13, VTX00409
sv_97,c8a08e4f8c944df3c85c621392e2fc65,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00304
sv_98,a9c8cf3d006c2910de635126e53e148d,Archaeosporomycetes, Archaeosporales, Archaeosporaceae, Archaeospora, Archaeospora Schechter08 Arch1, VTX00008
sv_99,f6bea1b9bb5baf15bd3647be3c1bfd23,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G8, VTX00130
sv_100,78a061d3578a0858af1d4bae6eceaaab,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_101,fbe5c7828bc0626dac72604b54861031,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_102,9265f06a3152925e254f443d6b0f0636,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3b, VTX00069
sv_103,f828480e27adb99df68b8915e059870c,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_104,a790f9d502323a755a2cc9f9f8b912f6,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_105,b7345b1148b85faf6581c8a245e5b59b,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_106,e43ef1aff5635f65d954d6f565138e9e,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora MO-GC1, VTX00060
sv_107,314e21d5f6db68184353aa0a37786b4f,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_108,bac52c868e388432231dad7fdc96e705,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_109,a74fd59195ffe5abf1acef6437cdd5c7,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora MO-GC1, VTX00060
sv_110,b3565b6ca13e7e0a5892a4e99cf169b1,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo2, VTX00280
sv_111,34d1724d86abb5f79e61e137bcc90194,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_112,80d85cd113af37eb53e0a10133c9b7bc,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G17, VTX00114
sv_113,a9efcf7c14a3a7ea509f3d673cadffe1,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_114,a8847e68b086c5125847fc0bc983a4a7,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Torrecillas12b Glo G13, VTX00409
sv_115,bc5c42762a45f6f2b303bbb06eaccf0d,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_116,a910ee8693f96616338415abab73e252,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_117,b647c2d53288edb03e0c8c3e7697cac7,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU16, VTX00156
sv_118,e7b2a6ab746177d50fec392d92199d86,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_119,5799ddab05002143907b2e309a056e0d,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_120,53495002854adee17369bb428d11e211,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus acnaGlo2, VTX00155
sv_121,6240145e4e1f6e0a9ae2f546244d7f71,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus perpusillum, VTX00287
sv_122,5ca01b9b9f0bd1b03f1a7a6b4ece2241,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora,NA,NA
sv_123,5a09b75699b2224b3c13f44ade2dd158,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_124,ac206eab786de3670def1498bbce209d,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_125,4a284d71aa58d9b477d2c263e4cbfdc9,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_126,3a75eca347784cf39642894ffd4093e8,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU16, VTX00156
sv_127,1fc3b2cf281d9328b8412689016b0ac4,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_128,18e7952181cc140d20c9349765f47542,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_129,e0dfca64c94c6fb7d85172b756934400,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo58, VTX00225
sv_130,d5a8874db3d1f714a0160e25e88fd0c5,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_131,deff3465a76541440352e1e48450ed7d,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_132,b05ee8493fd5bcbe777c93f20faf6ce3,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Yamato2005 D, VTX00084
sv_133,36f435187086cd86dc8407b6d7fa38c8,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo-I, VTX00107
sv_134,f34409c81dee20764bac3b500eb4140c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00177
sv_135,03a07df68bfbdf28a1b86735b134c95a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G18, VTX00064
sv_136,4b0ee396bf523c4e03fa8066d5eeb7c3,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_137,c7c2a3d8c977b70e837c661e58d815d6,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_138,3d0a9cd02f8d972a97c34486dc645dac,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_139,ae5605de5f0f253d46a10843dacf6f9e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU16, VTX00156
sv_140,fdf1600bac0838f76691f7e23083e888,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_141,b02e1e76a352b95f253bd8d03e36a758,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_142,0c7b69f8f4af3f90e6667d01327b4b22,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_143,f870da406726432012c576da4e5d3520,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G17, VTX00114
sv_144,ba422ee7d088ddce09edd6fc0ad9f4b6,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G17, VTX00114
sv_145,b3775f39419d3aad768b1d51b5ccbe2a,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_146,b1f99ba39c263e796a7406839936c5a0,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3b, VTX00069
sv_147,452f0d591f9cc968680ff9adb8b97b2a,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_148,d2a6e059922a10c60cb9fd45fcb054c9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G18, VTX00064
sv_149,5f338f0f05339ee0f87410250babe2c3,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_150,eb7209ffd193c6c5a60e9a4ecc6a2c98,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3b, VTX00069
sv_151,98f1bb1afdb1e629fc08b00402e94cad,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_152,6c72a002437b67204f4bb55a544e49b0,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_153,a4feb60261441d08563741aa062cefc3,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00234
sv_154,ea5f3fe5bcf60f4b67dc1336caf3ede7,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_155,1279f4f08a820a4af75e9ccbc7d43f5f,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G27, VTX00160
sv_156,855e834d8654ae570870f7e60740d231,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Torrecillas12b Glo G13, VTX00409
sv_157,eac18199c53aa01e7fe7e940900207a6,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo7, VTX00214
sv_158,1f6152dbdc382bad400841edbdc77e54,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_159,91bf5230fc19e5bfa4f8ca79ec9220a9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G8, VTX00130
sv_160,d9bb8b0b8d7324810eccd6054f156c25,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo8, VTX00175
sv_161,a71a96c90f3cba9d6e73c14799d30e05,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus INTA-4, VTX00445
sv_162,5675e1a6b8f2f3891c3983af9413cb31,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_163,ebbb73d97cc875659541c58e19fcada2,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_164,bef260001e4533694d725a226915ee66,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo7, VTX00214
sv_165,b05d94fbfc0294a04c5934ed379ca4fd,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_166,25454948bde44517c8ca46bdc42a2b61,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_167,005f706f54113f78e2c0fce7541464a7,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00177
sv_168,6767a5b097389223e7e3d8eacc7c9c12,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3, VTX00074
sv_169,7ef269a4bf06fd008c20295456a1f4d6,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_170,4a97d2b02eb400d30c09c790138eca40,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G17, VTX00114
sv_171,f7326d56afdd16868f31b97e67040f38,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_172,abb789d73f987e92f6c6f93e5ff481a1,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_173,1679260edb9331c3cf4f7444038e6580,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_174,93f755172cd08632098273a2fc54efe1,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_175,23c00bbf804cf2d657bf93fffa164b0a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_176,1dc3e5b41efd2ffae95c4e0b97a6eb7c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo8, VTX00175
sv_177,dfd53448f81f23769e110f8d82e671f6,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_178,1c6b3908ce4daf6edb494d67dd1eb37e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00177
sv_179,8c15f09136ae6b97a8cadfcff7f9469c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G8, VTX00130
sv_180,0b7958c5b182fae5e0cc9df7120b0982,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU13, VTX00140
sv_181,4de59754f323556c1cb7d219f9becea9,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_182,edef33de89868cdb3f4a050b1d239579,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_183,b269178c57f09e9caf5ceaa106d52279,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G18, VTX00064
sv_184,77b4e0e5cdb3defdffc40156f63310bb,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Douhan3, VTX00212
sv_185,78a2181cb5df467432da0c4d3e7c2539,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_186,a7569d05992d2caf5e557b9b1883e376,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp.,NA
sv_187,c41f4069001e6da1b6a17e95cefc3710,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_188,6e612dc3f460a4e34f2822a25e39a1dc,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00159
sv_189,aede16ef6825b341ed349f27f2063636,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Torrecillas12b Glo G13, VTX00409
sv_190,b3634f45a4ccdf3cb4d8d1c6b2b364da,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_191,731988e8d835da43abdf3655ef7730f5,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_192,d048c8e92236a39c54b0d17f3fd4de87,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus ORVIN GLO4, VTX00278
sv_193,526e8b36d15995fadb620f1af1e9d3a2,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_194,f496b60318bc95c323af6417fc1f72a5,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_195,57bc25ab3e627c2b72c0b11217434898,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G7, VTX00199
sv_196,0f2987e222b120bc729dbb0b3691642d,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo2, VTX00280
sv_197,1c30b29ba78048dbd12c10c32dec28a5,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_198,c83d6fea0d41bdb1ea617517e1052489,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_199,f4d1202082edca48be5e7377e677a17c,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_200,adf5d69c4f37ce9fecc75ce31acd2e48,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Porras-Alfaro03 OTU1, VTX00294
sv_201,21f5e4a9cab8bc16b8feed764e1ed80c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Glo3b, VTX00069
sv_202,b3746908bc895a83ca94f54ebb1e71be,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_203,54a827a95e60b32ff7761b18ee8532f3,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
