site_name,year,month,ppt_mm,tmin_C,tmax_C
BBRP1,2013,10,47.084999084472656,3.507999897003174,15.656000137329102
BBRP1,2013,11,75.91100311279297,-4.211999893188477,5.668000221252441
BBRP1,2013,12,33.939998626708984,-13.71500015258789,-3.6540000438690186
BBRP1,2014,1,22.77199935913086,-18.259000778198242,-6.761000156402588
BBRP1,2014,2,29.277000427246094,-17.88599967956543,-6.0370001792907715
BBRP1,2014,3,32.987998962402344,-9.616000175476074,1.8200000524520874
BBRP1,2014,4,145.19500732421875,0.5479999780654907,13.177000045776367
BBRP1,2014,5,104.71299743652344,8.642999649047852,20.80500030517578
BBRP1,2014,6,207.72500610351562,15.47599983215332,26.41699981689453
BBRP1,2014,7,75.81999969482422,13.784000396728516,25.676000595092773
BBRP1,2014,8,158.58900451660156,15.300999641418457,27.204999923706055
BBRP1,2014,9,113.47100067138672,9.064000129699707,22.8700008392334
BBRP1,2014,10,81.6969985961914,3.494999885559082,14.944999694824219
BBRP1,2014,11,45.83300018310547,-6.183000087738037,2.885999917984009
BBRP1,2014,12,32.21200180053711,-5.164999961853027,0.9900000095367432
BBRP1,2015,1,14.14799976348877,-11.657999992370605,-3.359999895095825
BBRP1,2015,2,19.475000381469727,-17.819000244140625,-6.236999988555908
BBRP1,2015,3,22.333999633789062,-6.7170000076293945,6.64900016784668
BBRP1,2015,4,135.906005859375,1.6640000343322754,16.030000686645508
BBRP1,2015,5,160.82899475097656,9.571999549865723,21.18000030517578
BBRP1,2015,6,129.3300018310547,13.255999565124512,24.858999252319336
BBRP1,2015,7,75.94499969482422,14.855999946594238,26.965999603271484
BBRP1,2015,8,141.88800048828125,14.63700008392334,26.14699935913086
BBRP1,2015,9,103.59300231933594,13.166000366210938,25.881999969482422
BBRP1,2015,10,67.9489974975586,4.701000213623047,16.843000411987305
BBRP1,2015,11,137.2239990234375,-0.45100000500679016,10.586999893188477
BBRP1,2015,12,115.40399932861328,-1.5440000295639038,5.125999927520752
BBRP1,2016,1,27.538999557495117,-11.416000366210938,-3.257999897003174
BBRP1,2016,2,18.930999755859375,-7.544000148773193,0.9380000233650208
BBRP1,2016,3,120.03199768066406,-1.3140000104904175,9.1529998779296875
BBRP1,2016,4,45.327999114990234,1.7940000295639038,13.852999687194824
BBRP1,2016,5,92.90799713134766,7.797999858856201,21.253000259399414
BBRP1,2016,6,221.52200317382812,14.413000106811523,26.823999404907227
BBRP1,2016,7,170.13099670410156,16.63800048828125,27.753999710083008
BBRP1,2016,8,146.14300537109375,16.695999145507812,27.554000854492188
BBRP1,2016,9,112.51300048828125,13.439000129699707,24.31399917602539
BBRP1,2016,10,101.0469970703125,6.406000137329102,17.441999435424805
BBRP1,2016,11,57.65599822998047,0.8790000081062317,12.472999572753906
BBRP1,2016,12,49.56399917602539,-9.128999710083008,-2.3350000381469727
ERRP1,2007,1,26.64900016784668,-9.46399974822998,-0.007000000216066837
ERRP1,2007,2,46.095001220703125,-15.057000160217285,-5.849999904632568
ERRP1,2007,3,51.5880012512207,-2.2039999961853027,8.428000450134277
ERRP1,2007,4,151.3280029296875,1.4570000171661377,12.755000114440918
ERRP1,2007,5,41.38100051879883,10.095999717712402,23.249000549316406
ERRP1,2007,6,60.672000885009766,13.76200008392334,26.6200008392334
ERRP1,2007,7,41.650001525878906,15.126999855041504,28.406999588012695
ERRP1,2007,8,429.29901123046875,16.642000198364258,26.934999465942383
ERRP1,2007,9,56.569000244140625,10.619000434875488,23.89900016784668
ERRP1,2007,10,112.51300048828125,7.728000164031982,18.597000122070312
ERRP1,2007,11,8.069999694824219,-3.3949999809265137,6.849999904632568
ERRP1,2007,12,104.59400177001953,-11.194000244140625,-2.5399999618530273
ERRP1,2008,1,53.194000244140625,-13.76099967956543,-3.302000045776367
ERRP1,2008,2,82.55000305175781,-15.1850004196167,-4.322999954223633
ERRP1,2008,3,52.86800003051758,-7.78000020980835,3.306999921798706
ERRP1,2008,4,192.12100219726562,1.9919999837875366,13.59000015258789
ERRP1,2008,5,88.983001708984375,5.085000038146973,19.42300033569336
ERRP1,2008,6,239.93800354003906,13.604999542236328,25.26799964904785
ERRP1,2008,7,135.98599243164062,15.145000457763672,27.868000030517578
ERRP1,2008,8,22.791000366210938,13.315999984741211,27.040000915527344
ERRP1,2008,9,80.16600036621094,11.267999649047852,23.361000061035156
ERRP1,2008,10,65.80000305175781,3.763000011444092,14.89799976348877
ERRP1,2008,11,33.73500061035156,-1.524999976158142,7.3520002365112305
ERRP1,2008,12,90.36900329589844,-14.713000297546387,-2.7279999256134033
ERRP1,2009,1,21.51099967956543,-18.31100082397461,-6.936999797821045
ERRP1,2009,2,40.58399963378906,-10.48900032043457,0.6209999918937683
ERRP1,2009,3,111.47200012207031,-4.955999851226807,6.73799991607666
ERRP1,2009,4,96.23699951171875,0.906000018119812,13.526000022888184
ERRP1,2009,5,86.4020004272461,8.008000373840332,19.959999084472656
ERRP1,2009,6,109.66300201416016,13.708000183105469,25.035999298095703
ERRP1,2009,7,83.102996826171875,12.833000183105469,23.8700008392334
ERRP1,2009,8,91.53099822998047,13.880999565124512,25.124000549316406
ERRP1,2009,9,40.97700119018555,9.562000274658203,23.851999282836914
ERRP1,2009,10,133.29800415039062,2.86899995803833,11.506999969482422
ERRP1,2009,11,26.816999435424805,-0.04699999839067459,10.925000190734863
ERRP1,2009,12,91.60600280761719,-9.812999725341797,-1.6549999713897705
ERRP1,2010,1,33.13800048828125,-12.96500015258789,-4.061999797821045
ERRP1,2010,2,34.847999572753906,-10.559000015258789,-0.6909999847412109
ERRP1,2010,3,31.743000030517578,-3.1050000190734863,9.7910003662109375
ERRP1,2010,4,108.52400207519531,3.9660000801086426,17.964000701904297
ERRP1,2010,5,107.10700225830078,9.777000427246094,21.839000701904297
ERRP1,2010,6,203.38499450683594,14.819999694824219,25.83099937438965
ERRP1,2010,7,206.91099548339844,17.941999435424805,28.56599998474121
ERRP1,2010,8,115.65499877929688,17.41900062561035,28.243999481201172
ERRP1,2010,9,101.22699737548828,10.03499984741211,21.90399932861328
ERRP1,2010,10,40.0359992980957,3.1700000762939453,18.89900016784668
ERRP1,2010,11,32.814998626708984,-2.056999921798706,8.91100025177002
ERRP1,2010,12,49.3390007019043,-12.515999794006348,-3.5510001182556152
ERRP1,2011,1,21.684999465942383,-13.444999694824219,-4.361999988555908
ERRP1,2011,2,59.51900100708008,-10.46500015258789,-1.2239999771118164
ERRP1,2011,3,77.16600036621094,-5.020999908447266,4.929999828338623
ERRP1,2011,4,102.24299621582031,2.01200008392334,11.96500015258789
ERRP1,2011,5,68.18800354003906,7.418000221252441,19.88599967956543
ERRP1,2011,6,145.51100158691406,14.295000076293945,25.57699966430664
ERRP1,2011,7,69.36199951171875,18.256000518798828,30.40999984741211
ERRP1,2011,8,81.59100341796875,14.907999992370605,27.867000579833984
ERRP1,2011,9,84.33100128173828,8.970999717712402,21.166000366210938
ERRP1,2011,10,37.14099884033203,3.753000020980835,17.715999603271484
ERRP1,2011,11,100.53600311279297,-1.0700000524520874,8.869999885559082
ERRP1,2011,12,61.04499816894531,-6.00600004196167,3.1050000190734863
ERRP1,2012,1,31.39900016784668,-9.717000007629395,0.6740000247955322
ERRP1,2012,2,22.01099967956543,-6.359000205993652,2.868000030517578
ERRP1,2012,3,77.70999908447266,3.635999917984009,15.380999565124512
ERRP1,2012,4,81.8010025024414,2.0309998989105225,14.777000427246094
ERRP1,2012,5,65.98500061035156,10.114999771118164,24.257999420166016
ERRP1,2012,6,10.602999687194824,13.805000305175781,28.148000717163086
ERRP1,2012,7,90.39800262451172,18.792999267578125,32.92399978637695
ERRP1,2012,8,50.94300079345703,13.84000015258789,27.68899917602539
ERRP1,2012,9,35.11600112915039,7.811999797821045,23.45400047302246
ERRP1,2012,10,115.99600219726562,2.3010001182556152,15.093999862670898
ERRP1,2012,11,23.14699935913086,-2.8949999809265137,8.359000205993652
ERRP1,2012,12,74.3270034790039,-6.195000171661377,2.365000009536743
ERRP1,2013,1,78.80699920654297,-11.835000038146973,-1.1890000104904175
ERRP1,2013,2,56.275001525878906,-11.593000411987305,-1.9600000381469727
ERRP1,2013,3,61.00899887084961,-7.974999904632568,1.5989999771118164
ERRP1,2013,4,155.91000366210938,0.7239999771118164,10.89799976348877
ERRP1,2013,5,123.26300048828125,8.444000244140625,21.214000701904297
ERRP1,2013,6,235.8730010986328,14.114999771118164,24.974000930786133
ERRP1,2013,7,111.35600280761719,15.595999717712402,27.618999481201172
ERRP1,2013,8,61.9119987487793,14.616000175476074,27.437000274658203
ERRP1,2013,9,71.08000183105469,10.472000122070312,24.628000259399414
ERRP1,2013,10,44.349998474121094,3.5739998817443848,15.630999565124512
ERRP1,2013,11,72.71900177001953,-4.064000129699707,5.861999988555908
ERRP1,2013,12,31.516000747680664,-13.836000442504883,-3.568000078201294
ERRP1,2014,1,22.73699951171875,-18.444000244140625,-6.616000175476074
ERRP1,2014,2,28.73699951171875,-18.20400047302246,-6
ERRP1,2014,3,32.83700180053711,-9.630000114440918,2.0260000228881836
ERRP1,2014,4,147.87899780273438,0.8600000143051147,13.274999618530273
ERRP1,2014,5,103.76000213623047,8.829999923706055,20.868999481201172
ERRP1,2014,6,192.59300231933594,15.616000175476074,26.388999938964844
ERRP1,2014,7,60.856998443603516,13.847999572753906,25.701000213623047
ERRP1,2014,8,159.5500030517578,15.293999671936035,27.187000274658203
ERRP1,2014,9,111.9489974975586,9.003000259399414,22.83099937438965
ERRP1,2014,10,93.31500244140625,3.2990000247955322,14.940999984741211
ERRP1,2014,11,46.382999420166016,-6.2820000648498535,3.009999990463257
ERRP1,2014,12,33.24599838256836,-5.160999774932861,1.0820000171661377
ERRP1,2015,1,13.411999702453613,-11.60099983215332,-3.1740000247955322
ERRP1,2015,2,17.988000869750977,-17.9689998626709,-6.13100004196167
ERRP1,2015,3,22.027000427246094,-6.668000221252441,6.775000095367432
ERRP1,2015,4,115.63800048828125,1.5540000200271606,16.19300079345703
ERRP1,2015,5,147.8780059814453,9.633999824523926,21.033000946044922
ERRP1,2015,6,137.20899963378906,13.333000183105469,24.893999099731445
ERRP1,2015,7,70.28399658203125,14.83899974822998,27.01099967956543
ERRP1,2015,8,135.36099243164062,14.614999771118164,26.156999588012695
ERRP1,2015,9,88.08899688720703,13.133999824523926,25.80500030517578
ERRP1,2015,10,66.89399719238281,4.449999809265137,16.8439998626709
ERRP1,2015,11,135.84100341796875,-0.6510000228881836,10.689000129699707
ERRP1,2015,12,119.20899963378906,-1.5729999542236328,5.110000133514404
ERRP1,2016,1,27.405000686645508,-11.62600040435791,-3.2829999923706055
ERRP1,2016,2,18.959999084472656,-7.892000198364258,1.0010000467300415
ERRP1,2016,3,125.85700225830078,-1.4079999923706055,9.29699993133545
ERRP1,2016,4,43.82899856567383,1.7929999828338623,13.937999725341797
ERRP1,2016,5,99.5739974975586,7.743000030517578,21.263999938964844
ERRP1,2016,6,212.85699462890625,14.375,26.836000442504883
ERRP1,2016,7,143.5449981689453,16.542999267578125,27.764999389648438
ERRP1,2016,8,144.88499450683594,16.65999984741211,27.520000457763672
ERRP1,2016,9,96.91899871826172,13.289999961853027,24.201000213623047
ERRP1,2016,10,95.44300079345703,6.0279998779296875,17.48900032043457
ERRP1,2016,11,57.319000244140625,0.7919999957084656,12.531999588012695
ERRP1,2016,12,47.99800109863281,-9.142999649047852,-2.193000078201294
FGC1,2007,1,24.340999603271484,-8.708000183105469,0.11999999731779099
FGC1,2007,2,48.7859992980957,-14.694999694824219,-5.814000129699707
FGC1,2007,3,52.58000183105469,-2.3889999389648438,8.229999542236328
FGC1,2007,4,118.91899871826172,1.562999963760376,12.432000160217285
FGC1,2007,5,45.83300018310547,9.920999526977539,23.375
FGC1,2007,6,68.93599700927734,14.300000190734863,27.100000381469727
FGC1,2007,7,87.76300048828125,15.706000328063965,28.381999969482422
FGC1,2007,8,359.2380065917969,16.968000411987305,27.26300048828125
FGC1,2007,9,42.9010009765625,10.98900032043457,24.500999450683594
FGC1,2007,10,59.00899887084961,7.709000110626221,19.131999969482422
FGC1,2007,11,9.687000274658203,-3.0429999828338623,6.974999904632568
FGC1,2007,12,117.98100280761719,-10.50100040435791,-2.2679998874664307
FGC1,2008,1,50.612998962402344,-12.503999710083008,-2.9179999828338623
FGC1,2008,2,83.125,-13.848999977111816,-4.199999809265137
FGC1,2008,3,42.66699981689453,-6.315000057220459,3.193000078201294
FGC1,2008,4,154.4029998779297,2.9860000610351562,14.015999794006348
FGC1,2008,5,37.49300003051758,6.190999984741211,19.384000778198242
FGC1,2008,6,320.50799560546875,15.04699993133545,25.524999618530273
FGC1,2008,7,125.35700225830078,16.441999435424805,27.983999252319336
FGC1,2008,8,36.45600128173828,14.586000442504883,27.46299934387207
FGC1,2008,9,81.44300079345703,11.717000007629395,23.615999221801758
FGC1,2008,10,61.38600158691406,3.8550000190734863,15.29800033569336
FGC1,2008,11,33.68000030517578,-2.184000015258789,7.182000160217285
FGC1,2008,12,92.60700225830078,-14.218999862670898,-2.447000026702881
FGC1,2009,1,16.615999221801758,-16.85700035095215,-6.823999881744385
FGC1,2009,2,55.8120002746582,-9.819999694824219,0.5839999914169312
FGC1,2009,3,147.16200256347656,-4.668000221252441,6.8420000076293945
FGC1,2009,4,126.50599670410156,1.6390000581741333,13.420999526977539
FGC1,2009,5,82.522003173828125,9.354000091552734,20.582000732421875
FGC1,2009,6,113.49500274658203,14.20300006866455,25.665000915527344
FGC1,2009,7,39.891998291015625,13.97599983215332,24.84600067138672
FGC1,2009,8,77.3479995727539,14.835000038146973,25.645000457763672
FGC1,2009,9,85.77100372314453,11.16100025177002,24.465999603271484
FGC1,2009,10,107.71600341796875,4.320000171661377,12.491999626159668
FGC1,2009,11,33.5620002746582,1.7359999418258667,11.291999816894531
FGC1,2009,12,81.89800262451172,-7.388999938964844,-1.5290000438690186
FGC1,2010,1,18.652999877929688,-11.401000022888184,-4.165999889373779
FGC1,2010,2,23.777000427246094,-9.293000221252441,-0.8960000276565552
FGC1,2010,3,30.378999710083008,-2.7269999980926514,9.574000358581543
FGC1,2010,4,103.15799713134766,4.703999996185303,18.0049991607666
FGC1,2010,5,122.12300109863281,10.1899995803833,21.906999588012695
FGC1,2010,6,295.947998046875,15.359000205993652,26.003000259399414
FGC1,2010,7,264.89300537109375,18.73699951171875,28.86400032043457
FGC1,2010,8,85.41300201416016,17.722999572753906,28.72100067138672
FGC1,2010,9,74.01100158691406,10.63700008392334,21.865999221801758
FGC1,2010,10,75.3479995727539,4.428999900817871,19.15999984741211
FGC1,2010,11,30.079999923706055,-0.968999981880188,9.383999824523926
FGC1,2010,12,44.09199905395508,-10.817000389099121,-3.0759999752044678
FGC1,2011,1,27.02899932861328,-12.244000434875488,-4.245999813079834
FGC1,2011,2,54.236000061035156,-9.699000358581543,-1.4229999780654907
FGC1,2011,3,79.6510009765625,-4.353000164031982,4.867000102996826
FGC1,2011,4,101.7979965209961,2.75,12.262999534606934
FGC1,2011,5,64.05799865722656,8.3100004196167,19.496999740600586
FGC1,2011,6,66.5999984741211,14.512999534606934,25.729999542236328
FGC1,2011,7,75.21700286865234,18.83099937438965,30.891000747680664
FGC1,2011,8,79.43599700927734,15.67300033569336,27.961999893188477
FGC1,2011,9,90.79499816894531,9.840999603271484,21.42300033569336
FGC1,2011,10,37.926998138427734,4.758999824523926,17.958999633789062
FGC1,2011,11,102.12000274658203,-0.3089999854564667,8.98900032043457
FGC1,2011,12,56.48099899291992,-5.135000228881836,3.3469998836517334
FGC1,2012,1,34.61899948120117,-8.800999641418457,0.4180000126361847
FGC1,2012,2,30.51300048828125,-5.572999954223633,3.1570000648498535
FGC1,2012,3,79.81300354003906,3.9000000953674316,15.420999526977539
FGC1,2012,4,70.20800018310547,2.565000057220459,14.368000030517578
FGC1,2012,5,116.822998046875,10.145000457763672,24.02400016784668
FGC1,2012,6,15.399999618530273,14.6850004196167,28.7810001373291
FGC1,2012,7,111.25399780273438,19.45199966430664,33.040000915527344
FGC1,2012,8,57.428001403808594,14.862000465393066,27.922000885009766
FGC1,2012,9,46.20399856567383,9.001999855041504,23.39299964904785
FGC1,2012,10,115.88500213623047,3.130000114440918,15.043000221252441
FGC1,2012,11,23.51300048828125,-2.068000078201294,8.069999694824219
FGC1,2012,12,85.83000183105469,-4.5229997634887695,2.7279999256134033
FGC1,2013,1,65.05799865722656,-10.993000030517578,-1.062999963760376
FGC1,2013,2,68.81199645996094,-11.029999732971191,-2.2300000190734863
FGC1,2013,3,58.444000244140625,-7.289000034332275,1.4630000591278076
FGC1,2013,4,151.13499450683594,1.555999994277954,11.10200023651123
FGC1,2013,5,171.56900024414062,9.079000473022461,21.628999710083008
FGC1,2013,6,179.6719970703125,14.300000190734863,25.19700050354004
FGC1,2013,7,42.22600173950195,16.44300079345703,27.631000518798828
FGC1,2013,8,59.94499969482422,14.807000160217285,27.43199920654297
FGC1,2013,9,60.30699920654297,10.574000358581543,24.4689998626709
FGC1,2013,10,42.16299819946289,4.204999923706055,16.045000076293945
FGC1,2013,11,74.06500244140625,-3.075000047683716,5.948999881744385
FGC1,2013,12,31.19300079345703,-12.598999977111816,-3.187999963760376
FGC1,2014,1,19.56999969482422,-17.384000778198242,-6.98199987411499
FGC1,2014,2,22.476999282836914,-16.2450008392334,-6.1020002365112305
FGC1,2014,3,24.885000228881836,-9.034000396728516,1.7369999885559082
FGC1,2014,4,147.43299865722656,1.2719999551773071,12.880999565124512
FGC1,2014,5,75.1259994506836,8.967000007629395,20.507999420166016
FGC1,2014,6,181.5760040283203,15.600000381469727,26.437999725341797
FGC1,2014,7,56.05799865722656,14.229000091552734,25.70599937438965
FGC1,2014,8,73.90599822998047,15.427000045776367,27.292999267578125
FGC1,2014,9,38.926998138427734,9.388999938964844,22.736000061035156
FGC1,2014,10,77.18000030517578,3.8010001182556152,14.907999992370605
FGC1,2014,11,47.108001708984375,-5.855999946594238,2.6449999809265137
FGC1,2014,12,23.86199951171875,-5.165999889373779,0.9879999756813049
FGC1,2015,1,12.630999565124512,-12.220000267028809,-3.6519999504089355
FGC1,2015,2,18.702999114990234,-17.5939998626709,-6.750999927520752
FGC1,2015,3,12.680000305175781,-6.315000057220459,6.210000038146973
FGC1,2015,4,142.58799743652344,2.555999994277954,15.399999618530273
FGC1,2015,5,87.57599639892578,9.390999794006348,21.426000595092773
FGC1,2015,6,105.05400085449219,13.253000259399414,24.841999053955078
FGC1,2015,7,113.427001953125,15.210000038146973,27.03499984741211
FGC1,2015,8,68.49299621582031,15.437999725341797,25.94300079345703
FGC1,2015,9,164.5500030517578,13.468000411987305,25.795000076293945
FGC1,2015,10,25.15999984741211,5.545000076293945,16.915000915527344
FGC1,2015,11,107.58599853515625,-0.08500000089406967,10.48799991607666
FGC1,2015,12,108.68800354003906,-1.1169999837875366,5.4120001792907715
FGC1,2016,1,18.551000595092773,-11.012999534606934,-3.26200008392334
FGC1,2016,2,16.54800033569336,-7.127999782562256,0.9819999933242798
FGC1,2016,3,107.88700103759766,-1.6200000047683716,8.942999839782715
FGC1,2016,4,40.52000045776367,1.8179999589920044,13.49899959564209
FGC1,2016,5,79.66400146484375,8.685999870300293,21.301000595092773
FGC1,2016,6,142.59500122070312,14.357999801635742,26.875999450683594
FGC1,2016,7,104.11299896240234,17.415000915527344,28.190000534057617
FGC1,2016,8,134.65499877929688,17.392000198364258,28.051000595092773
FGC1,2016,9,124.322998046875,13.449999809265137,24.54800033569336
FGC1,2016,10,133.1540069580078,7.045000076293945,17.37700080871582
FGC1,2016,11,54.439998626708984,1.2130000591278076,12.109000205993652
FGC1,2016,12,50.91400146484375,-8.704000473022461,-2.2769999504089355
FGREM1,2007,1,24.340999603271484,-8.708000183105469,0.11999999731779099
FGREM1,2007,2,48.7859992980957,-14.694999694824219,-5.814000129699707
FGREM1,2007,3,52.58000183105469,-2.3889999389648438,8.229999542236328
FGREM1,2007,4,118.91899871826172,1.562999963760376,12.432000160217285
FGREM1,2007,5,45.83300018310547,9.920999526977539,23.375
FGREM1,2007,6,68.93599700927734,14.300000190734863,27.100000381469727
FGREM1,2007,7,87.76300048828125,15.706000328063965,28.381999969482422
FGREM1,2007,8,359.2380065917969,16.968000411987305,27.26300048828125
FGREM1,2007,9,42.9010009765625,10.98900032043457,24.500999450683594
FGREM1,2007,10,59.00899887084961,7.709000110626221,19.131999969482422
FGREM1,2007,11,9.687000274658203,-3.0429999828338623,6.974999904632568
FGREM1,2007,12,117.98100280761719,-10.50100040435791,-2.2679998874664307
FGREM1,2008,1,50.612998962402344,-12.503999710083008,-2.9179999828338623
FGREM1,2008,2,83.125,-13.848999977111816,-4.199999809265137
FGREM1,2008,3,42.66699981689453,-6.315000057220459,3.193000078201294
FGREM1,2008,4,154.4029998779297,2.9860000610351562,14.015999794006348
FGREM1,2008,5,37.49300003051758,6.190999984741211,19.384000778198242
FGREM1,2008,6,320.50799560546875,15.04699993133545,25.524999618530273
FGREM1,2008,7,125.35700225830078,16.441999435424805,27.983999252319336
FGREM1,2008,8,36.45600128173828,14.586000442504883,27.46299934387207
FGREM1,2008,9,81.44300079345703,11.717000007629395,23.615999221801758
FGREM1,2008,10,61.38600158691406,3.8550000190734863,15.29800033569336
FGREM1,2008,11,33.68000030517578,-2.184000015258789,7.182000160217285
FGREM1,2008,12,92.60700225830078,-14.218999862670898,-2.447000026702881
FGREM1,2009,1,16.615999221801758,-16.85700035095215,-6.823999881744385
FGREM1,2009,2,55.8120002746582,-9.819999694824219,0.5839999914169312
FGREM1,2009,3,147.16200256347656,-4.668000221252441,6.8420000076293945
FGREM1,2009,4,126.50599670410156,1.6390000581741333,13.420999526977539
FGREM1,2009,5,82.522003173828125,9.354000091552734,20.582000732421875
FGREM1,2009,6,113.49500274658203,14.20300006866455,25.665000915527344
FGREM1,2009,7,39.891998291015625,13.97599983215332,24.84600067138672
FGREM1,2009,8,77.3479995727539,14.835000038146973,25.645000457763672
FGREM1,2009,9,85.77100372314453,11.16100025177002,24.465999603271484
