otu_num,phylum,class,order,family,genus,species,taxon,taxon_level,trophic_mode,guild,confidence,primary_lifestyle
otu_128,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius_leucorotalis,Marasmius,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Undefined Saprotroph,Probable,litter_saprotroph
otu_129,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_halophilum,Entoloma,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Possible,soil_saprotroph
otu_130,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,Geoglossum,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_131,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria,NA,Nectriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Possible,plant_pathogen
otu_132,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,NA,NA,Plectosphaerellaceae,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Possible,NA
otu_133,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,Typhula_phacorrhiza,Typhula,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_134,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA,Pyronemataceae,9,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph,Possible,NA
otu_135,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Monosporascus,NA,Monosporascus,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_136,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA,Spizellomycetaceae,9,Pathotroph,Plant Pathogen-Undefined Parasite-Undefined Saprotroph,Probable,NA
otu_137,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_138,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,unidentified,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_139,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_140,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Dominikia_iranica,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_141,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,unidentified,Diversispora,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_142,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_humicola,Phialocephala,13,Symbiotroph,Endophyte,Highly Probable,NA
otu_143,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Dominikia_bernensis,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_144,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Paecilomyces,Paecilomyces_penicillatus,Clavicipitaceae,9,Pathotroph-Symbiotroph,Endophyte-Epiphyte-Fungal Parasite-Insect Parasite,Possible,NA
otu_145,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Neodendryphiella,Neodendryphiella_michoacanensis,Dictyosporiaceae,9,Saprotroph,Undefined Saprotroph,Probable,litter_saprotroph
otu_146,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,unidentified,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,litter_saprotroph
otu_147,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,unidentified,Tetracladium,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_148,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,soil_saprotroph
otu_149,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,NA,Plectosphaerella,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Probable,plant_pathogen
otu_150,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_intestinacea,Podospora,13,Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph,Possible,NA
otu_151,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeris,Lasiosphaeris_hispida,Lasiosphaeris,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_152,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,Geoglossum,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_153,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus_cucumeris,Thanatephorus,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_154,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_decumbens,Coniochaeta,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Possible,unspecified_saprotroph
otu_155,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium_intermedium,Leucosporidium,13,Saprotroph,Soil Saprotroph-Undefined Saprotroph,Probable,NA
otu_156,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,NA,Dichotomopilus,13,Saprotroph,Undefined Saprotroph,Possible,unspecified_saprotroph
otu_157,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,Psathyrellaceae,9,Saprotroph,Dung Saprotroph-Plant Saprotroph-Wood Saprotroph,Probable,soil_saprotroph
otu_158,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pseudaleuria,unidentified,Pseudaleuria,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_159,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Mollisia,Mollisia_lothariana,Mollisia,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Probable,NA
otu_160,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,NA,Bionectriaceae,9,Pathotroph-Saprotroph,Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph,Probable,lichen_parasite
otu_161,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,NA,Aureobasidium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph,Possible,NA
otu_162,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,NA,Leohumicola,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_163,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_paspali,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Possible,plant_pathogen
otu_164,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Acrostalagmus,Acrostalagmus_luteoalbus,Acrostalagmus,13,Saprotroph-Symbiotroph,Endophyte-Undefined Saprotroph,Probable,foliar_endophyte
otu_165,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA,Didymosphaeriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Probable,NA
otu_166,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,unidentified,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_167,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Hyphodermella,Hyphodermella_rosae,Hyphodermella,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_168,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Orbilia_cardui,Orbilia,13,Saprotroph,Wood Saprotroph,Probable,wood_saprotroph
otu_169,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Apophysomyces,NA,Apophysomyces,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_170,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_171,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,NA,Alternaria,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Possible,plant_pathogen
otu_172,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,unidentified,Ochroconis,13,Saprotroph,Undefined Saprotroph,Probable,animal_parasite
otu_173,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_spinosum,Acremonium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Possible,NA
otu_174,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Kernia,Kernia_columnaris,Kernia,13,Saprotroph,Dung Saprotroph-Undefined Saprotroph,Highly Probable,dung_saprotroph
otu_175,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,unidentified,Conlarium,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_176,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,unidentified,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_177,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,Agaricales,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Possible,NA
otu_178,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,unidentified,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_179,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon_investiens,Xylariaceae,9,Pathotroph-Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph,Probable,NA
otu_180,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_181,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,NA,Clavulinopsis,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_182,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,unidentified,Veronaea,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_183,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,unidentified,Ascodesmidaceae,9,Saprotroph,Dung Saprotroph-Soil Saprotroph,Probable,soil_saprotroph
otu_184,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,NA,NA,Clavicipitaceae,9,Pathotroph-Symbiotroph,Endophyte-Epiphyte-Fungal Parasite-Insect Parasite,Possible,NA
otu_185,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Thermomyces,NA,Thermomyces,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Possible,soil_saprotroph
otu_186,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_ramulariae,Nectria,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Possible,plant_pathogen
otu_187,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,animal_parasite
otu_188,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Phialemonium,Phialemonium_globosum,Phialemonium,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_189,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_190,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA,Pleosporaceae,9,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Probable,NA
otu_191,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,unidentified,Eocronartium,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_192,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_193,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,Thelephoraceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,NA
otu_194,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA,Bionectriaceae,9,Pathotroph-Saprotroph,Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_195,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,Ceratobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Possible,NA
otu_196,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Epulorhiza,unidentified,Epulorhiza,13,Symbiotroph,Ectomycorrhizal,Possible,litter_saprotroph
otu_197,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia_maclaganii,Tilletia,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_198,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum_morganii,Geastrum,13,Saprotroph,Undefined Saprotroph,Probable,litter_saprotroph
otu_199,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,NA,Mycena,13,Pathotroph-Saprotroph,Leaf Saprotroph-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph,Probable,NA
otu_200,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Arachnotheca,Arachnotheca_glomerata,Arachnotheca,13,Saprotroph,Dung Saprotroph-Soil Saprotroph-Undefined Saprotroph,Highly Probable,dung_saprotroph
otu_201,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,NA,Ilyonectria,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_202,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,Trichoderma,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Probable,mycoparasite
otu_203,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,Thelephoraceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,NA
otu_204,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pulvinula,unidentified,Pulvinula,13,Symbiotroph,Ectomycorrhizal,Possible,NA
otu_205,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,NA,Pluteus,13,Pathotroph-Saprotroph,Bryophyte Parasite-Litter Saprotroph-Wood Saprotroph,Probable,litter_saprotroph
otu_206,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,Lasiosphaeriaceae,9,Saprotroph,Undefined Saprotroph,Probable,NA
otu_207,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,Podospora,13,Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph,Possible,NA
otu_208,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,NA,Periconia,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Wood Saprotroph,Possible,plant_pathogen
otu_209,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,Prosthemium,unidentified,Prosthemium,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_210,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,soil_saprotroph
otu_211,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,Thelephoraceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,NA
otu_212,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,NA,Agaricales,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Possible,NA
otu_213,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,Keissleriella_taminensis,Keissleriella,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_214,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella_vermicola,Hirsutella,13,Pathotroph,Animal Pathogen,Probable,animal_parasite
otu_215,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_nematophilum,Fusarium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph,Possible,plant_pathogen
otu_216,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Dictyosporium,NA,Dictyosporium,13,Saprotroph,Undefined Saprotroph,Probable,litter_saprotroph
otu_217,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_dumetorum,Conocybe,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_218,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylaria,unidentified,Dactylaria,13,Pathotroph,Plant Pathogen,Probable,NA
otu_219,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,Preussia,13,Saprotroph,Undefined Saprotroph,Probable,dung_saprotroph
otu_220,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA,Mortierellaceae,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Possible,NA
otu_221,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Phragmocephala,NA,Melanommataceae,9,Saprotroph,Wood Saprotroph,Probable,wood_saprotroph
otu_222,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_cladodes,Arthrobotrys,13,Saprotroph,Undefined Saprotroph,Probable,animal_parasite
otu_223,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma,Helicoma_isiola,Helicoma,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_224,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,unidentified,Pyronemataceae,9,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph,Possible,NA
otu_225,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius_titubans,Bolbitius,13,Saprotroph,Dung Saprotroph-Leaf Saprotroph,Probable,dung_saprotroph
otu_226,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,Thelephoraceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,NA
otu_227,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,unidentified,Zopfiella,13,Saprotroph,Dung Saprotroph,Highly Probable,NA
otu_228,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,unidentified,Paraphaeosphaeria,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_229,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,NA,NA,Magnaporthaceae,9,Pathotroph,Plant Pathogen,Probable,NA
otu_230,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA,Helotiaceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Probable,NA
otu_231,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,NA,NA,Plectosphaerellaceae,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Possible,NA
otu_232,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_curvuloides,Schizothecium,13,Saprotroph,Dung Saprotroph,Highly Probable,dung_saprotroph
otu_233,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,NA,NA,Ustilaginaceae,9,Pathotroph,Plant Pathogen,Probable,NA
otu_234,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,NA,Keissleriella,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_235,Ascomycota,Sordariomycetes,Savoryellales,Savoryellaceae,Savoryella,Savoryella_paucispora,Savoryella,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_236,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,Kuehneola,Kuehneola_uredinis,Kuehneola,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_237,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_tiftonensis,Talaromyces,13,Saprotroph,Undefined Saprotroph,Probable,unspecified_saprotroph
otu_238,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Hemimycena,Hemimycena_angustispora,Hemimycena,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_239,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_verrucispermus,Coprinellus,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_240,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,Mycosphaerellaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,NA
otu_241,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Oidiodendron_cereale,Oidiodendron,13,Pathotroph-Symbiotroph,Ericoid Mycorrhizal,Probable,NA
otu_242,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,unidentified,Conlarium,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_243,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,NA,Dermateaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Plant Saprotroph,Probable,root_endophyte
otu_244,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,NA
otu_245,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,unidentified,Ijuhya,13,Saprotroph,Undefined Saprotroph,Probable,litter_saprotroph
otu_246,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,NA,Dictyosporiaceae,9,Saprotroph,Undefined Saprotroph,Probable,plant_pathogen
otu_247,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,unidentified,Halosphaeriaceae,9,Saprotroph,Undefined Saprotroph-Wood Saprotroph,Probable,NA
otu_248,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,NA,NA,Sebacinaceae,9,Symbiotroph,Ectomycorrhizal,Probable,NA
otu_249,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Glutinoglossum,Glutinoglossum_triseptatum,Glutinoglossum,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_250,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus_cucumeris,Thanatephorus,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
