otu_num,otu_ID,phylum,class,order,family,genus,species,primary_lifestyle
otu_2634,8885e226a25146652ea62068daf0aa36,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2635,3f07cf9041587fbc2887971a376b4b41,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,NA,dung_saprotroph
otu_2636,8adf1d7924c8ce2673ec7f4678a3d9fe,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,NA,NA,NA
otu_2637,1755e4a5d879c7aed1d70a7adb217956,NA,NA,NA,NA,NA,NA,NA
otu_2638,fa4cef8875b796d9386668957fcb01e8,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_africana,dung_saprotroph
otu_2639,3a3bc6e884b982a34088e25a20fef647,Anthophyta,Eudicotyledonae,Asterales,Asteraceae,Taraxacum,unidentified,NA
otu_2640,d52cb069172a14663040cc58b79c1fde,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_herbamans,root_endophyte
otu_2641,2ca77f28f46d4f437d3aee2bc1c31a0b,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_2642,430e724f193d70dc43f0a568e4c9768d,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,arbuscular_mycorrhizal
otu_2643,b5a70bf7814357192c009fd4df0b63eb,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2644,4c81185f144e6fb5632e1e52028d7e77,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe,NA,plant_pathogen
otu_2645,d3fc4eca5bd7313e8b2c5dde750a4dd3,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA,NA
otu_2646,741470aa3775b689e0646570956c3144,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,litter_saprotroph
otu_2647,29ff865abb48bc8369103d3a1c648610,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_2648,8bb5fa998b0e8659143cbfe64e666493,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,NA
otu_2649,adca826284c14767a55ed7dab8c795c6,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_2650,7652232f04f01a44a2708005be647e9e,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_acriolens,ectomycorrhizal
otu_2651,f2008b8e60caa593a93a8f1ef72b3927,Ascomycota,GS35,unidentified,unidentified,unidentified,unidentified,NA
otu_2652,53294b9937af8c8cbcd8b1827678540e,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,unidentified,unidentified,unidentified,NA
otu_2653,eb531e340814fa5ea1c784c6e40b81d3,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2654,3c633d04155ac0c2c2b53e1b3d581544,NA,NA,NA,NA,NA,NA,NA
otu_2655,a34f7c52e5837c2aaba43a959d141426,NA,NA,NA,NA,NA,NA,NA
otu_2656,23d67ed2b34ab2e0ced941c78f6c5ce7,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2657,4189a1d0e8440ce975179be8c7176061,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2658,7ce7e668850eae258242282bedea8e99,NA,NA,NA,NA,NA,NA,NA
otu_2659,e3b35b43671eb121887ba35f1c144cfe,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Cyathicula,Cyathicula_culmicola,litter_saprotroph
otu_2660,4515bf538449822732863192a7f36d20,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_2661,4a8fa4292f888ac3f18a7a8d26396d7d,NA,NA,NA,NA,NA,NA,NA
otu_2662,d641923cb4e72638ff4d4404906e4970,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Phlyctochytrium,Phlyctochytrium_reinboldtiae,NA
otu_2663,d4c3529c8525b52485beb56998134c62,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_hungarica,litter_saprotroph
otu_2664,f4dbbd833e13efedf1c2e89a746fe355,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Heterochaete,Heterochaete_shearii,NA
otu_2665,ac623032c6782b617801af0f84b986ab,Basidiomycota,Agaricomycetes,Boletales,Melanogastraceae,Melanogaster,NA,ectomycorrhizal
otu_2666,c4e8494dc309a73ceae1739e6119a19a,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_2667,df678543d95f34c67955a725d0df0490,NA,NA,NA,NA,NA,NA,NA
otu_2668,56264053cd18e5ba992f971ac25e6ee1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Wojnowiciella,NA,litter_saprotroph
otu_2669,25df45d8e261bcdf6a8f5637f9e31dbd,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_2670,a60e9e71406479712e9e4cecb2fdff79,Chlorophyta,Trebouxiophyceae,Chlorellales,unidentified,unidentified,unidentified,NA
otu_2671,8f24713494d60277164eb63154bd7af5,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_wieringae,unspecified_saprotroph
otu_2672,967d18bdee43af854eba3735329c8b56,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_2673,e31153dfb3f2f5241a8362af8f05a23b,NA,NA,NA,NA,NA,NA,NA
otu_2674,9cc18d76bf82f76cfffe77e2677219c3,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,soil_saprotroph
otu_2675,685f547c7b77c385e1a00b560dca150d,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_2676,224aeb76dc6f1ca9ca5ceac1e567e2ff,NA,NA,NA,NA,NA,NA,NA
otu_2677,173294a0149cd8c1de70a0e698264b15,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_2678,abd2c9464649e62e63a68f7db4ce67be,NA,NA,NA,NA,NA,NA,NA
otu_2679,fb8d84b9251382a86fbbbeffed293210,NA,NA,NA,NA,NA,NA,NA
otu_2680,6e99b6888b9aa769a5d7a3dedd2881b3,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_2681,71c98ef604f92da1ab1c1b92458f073c,NA,NA,NA,NA,NA,NA,NA
otu_2682,629dc76f5572b1c5f99b6685a83cce7b,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,soil_saprotroph
otu_2683,0ce49f25efd80e5dc9541872676140b5,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,unidentified,arbuscular_mycorrhizal
otu_2684,e1f4eeac982f945397f93e0face772b2,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2685,617f74f1e832cdaf08021a694b5044eb,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,NA,NA,NA
otu_2686,07acc81c3ac640f8818cd288e3e781bd,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria,unidentified,dung_saprotroph
otu_2687,fe513b5f02e3c4e8bfd836aaa80b30d0,Anthophyta,Eudicotyledonae,Fabales,Fabaceae,Medicago,NA,NA
otu_2688,2443210ce1347f7d99f927bcfb0dd69c,NA,NA,NA,NA,NA,NA,NA
otu_2689,271bc9681c503e2bfe26913a11bbb985,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_2690,2eeca8502fe41c6077d5d9aafc1a102a,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Clathrosphaerina,Clathrosphaerina_zalewskii,litter_saprotroph
otu_2691,c104e8a13c5909767a71d8e446417c38,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2692,11ed4b97c41e8f401523e5045bfe1748,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_cavaraeanum,NA
otu_2693,b9abdf69056d73fcd26078fc7972d3a0,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2694,267a9bfc5e9d07690fadfdda9fbc3dc5,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,unidentified,NA
otu_2695,b3210f5f12dd8246eee37e3b0830f1f0,NA,NA,NA,NA,NA,NA,NA
otu_2696,02ae6ffc54dcfd1f1b63697def29e6fa,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2697,533232f32b452a81f94ebcd685bd4c03,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_2698,65b6af24ef101a1259fd4fc270001c1c,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces,Limonomyces_roseipellis,plant_pathogen
otu_2699,10c74b74ad09be2440f541c9a2d525d9,NA,NA,NA,NA,NA,NA,NA
otu_2700,90935aaff5f0ccd500e2f68053cc2b8d,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified,root_endophyte
otu_2701,e7287c6d95c0559251fd11e47294bf5d,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,Clohesyomyces,Clohesyomyces_aquaticus,wood_saprotroph
otu_2702,edfd1f091fb337aa4a7a41a3c95746d5,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_2703,a5b613c9e323ff4f8706a30bc32aa97b,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2704,7b287e3eb117eb8ed171467cd22b79f8,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,NA,NA,NA
otu_2705,b12b8bb34a91b215677fffff6eba0677,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_2706,0160a6f67e526ea4839af826329a36ef,Ascomycota,Dothideomycetes,Pleosporales,Paradictyoarthriniaceae,Xenomassariosphaeria,unidentified,wood_saprotroph
otu_2707,4bc12d122ace79bc54295e3dd619b509,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_2708,a6ccbb8d9b14f2c866d2413c65ce8558,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,unidentified,wood_saprotroph
otu_2709,a93e2d5939f878f9868ef54d3cd83094,NA,NA,NA,NA,NA,NA,NA
otu_2710,2b123a1f5bb37c55220de4d0c33c5f53,NA,NA,NA,NA,NA,NA,NA
otu_2711,727e4ab6f09b8a5969d0799893c4936a,NA,NA,NA,NA,NA,NA,NA
otu_2712,b647426ede06564d102b5de32909b985,Glomeromycota,unidentified,unidentified,unidentified,unidentified,unidentified,NA
otu_2713,6c500ff64bb861bd51775373b4adca47,NA,NA,NA,NA,NA,NA,NA
otu_2714,814e0cca5665683ae828ab2446e64fa3,Anthophyta,Monocotyledonae,Poales,Poaceae,NA,NA,NA
otu_2715,0eae7b235c9121559216c2fd3b429ed5,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,NA,NA
otu_2716,ce03ab6a3aaf179f960fae5c352f7da8,Glomeromycota,NA,NA,NA,NA,NA,NA
otu_2717,c8f7ce5ada7ac6ff2b59e23530bc5030,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unidentified,unidentified,unidentified,NA
otu_2718,5c1eaf8b89beb9d92321105e7d2ba3c8,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,unidentified,plant_pathogen
otu_2719,46cfe9d37d0d5924641ee0dda6f7533f,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Lindtneria,NA,wood_saprotroph
otu_2720,2c2e99e323545482d01e030990be4985,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_irregularis,soil_saprotroph
otu_2721,248731996135a7d3c051ae96b1a1eeb5,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_tiftonensis,unspecified_saprotroph
otu_2722,0335c22f221ae7a9e8ac32bad7685439,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA,NA
otu_2723,2f1b4dc08c392f167c155dafc6a56b5c,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania_aenea,wood_saprotroph
otu_2724,0dac2c7889eadf126ee48bd035ec27fc,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Pleurophoma,unidentified,plant_pathogen
otu_2725,3c5090e16a3e03d222ff67b6ceb60c43,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,Typhula_micans,plant_pathogen
otu_2726,6b8e970cf13b4765869fe0abca6f0dca,Mortierellomycota,Mortierellomycetes,Mortierellales,unidentified,unidentified,unidentified,NA
otu_2727,120f161aecf9657fe3341ac3f124075b,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA,NA
otu_2728,134e672340e216e906021f946678ce5b,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA,NA
otu_2729,0614b9aacd9ea5dc35a644da9f9c95c8,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_chlamydocopiosa,plant_pathogen
otu_2730,51f48a68f45c231f443b6f6bf9a279b3,NA,NA,NA,NA,NA,NA,NA
otu_2731,be6d715d41943cf7acc33d70c29ded99,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2732,bbf3178dd74769553d151057e824853e,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Subplenodomus,Subplenodomus_valerianae,plant_pathogen
otu_2733,7b5fefa945353c94583faadab436d2c1,Ascomycota,Sordariomycetes,Microascales,Microascales_fam_Incertae_sedis,Cephalotrichiella,Cephalotrichiella_penicillata,NA
otu_2734,bf78ab017ffc0b660ab50fd5185fac11,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,Lepista_sordida,NA
otu_2735,f281f8bf73be1c734de3be3bf6979e33,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2736,6b33be976f1e379ef71e0f93cc0b9477,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_2737,d94480ea806d83229ec2a2f0bd0599ca,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,NA,NA,NA
otu_2738,b5665e3af05d8d8bedcb95a90b9d828f,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA
otu_2739,391639823f8066daa40f87bec7bb9886,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2740,8ff4197d3f4e9f847a174a27ab3c17f2,Ascomycota,Sordariomycetes,Microascales,Microascaceae,NA,NA,NA
otu_2741,67276ad312ddf9ec0394377ad434620b,NA,NA,NA,NA,NA,NA,NA
otu_2742,7c863656e37487888d6f57fff1f15325,NA,NA,NA,NA,NA,NA,NA
otu_2743,3e3d9fc024f34d2ce56a3f62f1fc21ac,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus_laccatum,arbuscular_mycorrhizal
otu_2744,3f13280c5c0b5b469e2b9f8e5521d801,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria_etheridgei,plant_pathogen
otu_2745,f052a8135ed0458a08d41c3028ea0448,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA,NA
otu_2746,d35aea2d0f79ee4b3ba4ba36e343132e,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,NA,unspecified_saprotroph
otu_2747,e88d0238224daf22996d00f32e1ba4b2,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_2748,07127dfaac7be33c8701159640ef8817,NA,NA,NA,NA,NA,NA,NA
otu_2749,2bf93fe7329446bc15d33a3be58390aa,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_2750,8aac0b282ad1b36a657e9369c6e3057c,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_horticola,soil_saprotroph
otu_2751,01a9c6e276e83dd6d79b39e4110d810f,Basidiomycota,NA,NA,NA,NA,NA,NA
otu_2752,8e0f75a45f905b9dc1abc9e92b9854c6,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2753,52c9442ca2375890ca65d834c06c257d,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Cotylidia,Cotylidia_carpatica,NA
otu_2754,4d1443f42d9ec903f89c77a268b204e6,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_2755,001c7fea0c4120e35b65a9e20e19f83b,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA,NA
otu_2756,417ecfcbea1e8399e36f1a4fbc86fd62,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium_iridis,soil_saprotroph
otu_2757,edb582e7798d44d18e62bccd58926a0c,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Sphaerellopsis,Sphaerellopsis_filum,plant_pathogen
otu_2758,bcd489b55f5067705f9b04fa8015feeb,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2759,4d884a6b8ba679e471b7298f1c9890af,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,NA,NA
otu_2760,c0404a50359f3330468a8560fac59452,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA
otu_2761,8a793ba8c7a086f63447ead3a6734a30,NA,NA,NA,NA,NA,NA,NA
otu_2762,25e3a7fe77f1c6c259eed923757e9361,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2763,299e530e1e8ea8a15b1a14e9ce03ff2b,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,NA,NA
otu_2764,610d65e7728087071408c8912f683737,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_dimennae,soil_saprotroph
otu_2765,07f623fc49d8b55910c598086b487d7c,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_hyalina,litter_saprotroph
otu_2766,023323e9d2d5495ba5503c165c9f0024,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_2767,057b5a99d0b220026891964857f5eea9,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metapochonia,Metapochonia_suchlasporia,animal_parasite
otu_2768,7180aa27d510a736fceb6e9c397f9e13,Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Ambispora_gerdemannii,arbuscular_mycorrhizal
otu_2769,6159e3f356d4b067b087837dfd9ddc42,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,NA,arbuscular_mycorrhizal
otu_2770,629deae206bf41cca681850ef28620d2,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_marquandii,animal_parasite
otu_2771,e55aa55f66f76d1be2239a44381a0af2,NA,NA,NA,NA,NA,NA,NA
otu_2772,d5843f5396881458b75057097e68fede,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Parasola_crataegi,soil_saprotroph
otu_2773,8edfc94015b4bb38877fc54f6a4d5883,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_2774,460d616e6cbf2c059d24c184e089a3f2,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,unidentified,arbuscular_mycorrhizal
otu_2775,669cfec101ef2cbe88acaf72d0574735,NA,NA,NA,NA,NA,NA,NA
otu_2776,49353672c30cfc472a8ccf7370b6bcd2,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_apala,soil_saprotroph
otu_2777,8936325dfdea1f69461576ba0e28b1bd,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_2778,680c657c9f8e09396d15bf9ab4784f79,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium_golubevii,NA
otu_2779,d07ceeeb7cad34f3e38c9d8981f65c7a,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,unspecified_saprotroph
otu_2780,b696a8c650ce9d54a7e71d4729ac5785,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Phlyctochytrium,Phlyctochytrium_reinboldtiae,NA
otu_2781,6e1b3451e58b7e80e7802ceb2eff0c59,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_2782,c37dd01498421057014c5a579dbdb04b,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA,NA
otu_2783,29545ff4b76166b81a6b6fe26f2511f5,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA,NA
otu_2784,73710423c9ffd2a9948c1bb6477f3d3d,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neostagonospora,NA,litter_saprotroph
otu_2785,aaa358d48668ae52b475682d30852c62,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Eucasphaeria,Eucasphaeria_capensis,plant_pathogen
otu_2786,7e89a1d2bdea9d1b7f0c1b578981f27f,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2787,7667af02694df0545b3cc6f9abba27ce,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,NA,NA
otu_2788,2d9287b191890c0dc61c47c38d6ca1c8,NA,NA,NA,NA,NA,NA,NA
otu_2789,8ce50e8606987a46e3c7a7c0101df2e1,NA,NA,NA,NA,NA,NA,NA
otu_2790,d84d88e04f62ec979850a65b75a9d377,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA,soil_saprotroph
otu_2791,681cfa6b2802297e358d8aa5d34a0869,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Hypochnicium,Hypochnicium_multiforme,wood_saprotroph
otu_2792,1b6d3f0f1a2085f375e9ebbdb78d6c41,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_2793,0aa75312f98ee5949ea4cbacd7d27a3d,Anthophyta,Monocotyledonae,Poales,Poaceae,NA,NA,NA
otu_2794,c4cf9d9a84bfc977eeb40e111e633050,NA,NA,NA,NA,NA,NA,NA
otu_2795,e1895fed4917dbbf822701ccab6c32bc,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,unidentified,soil_saprotroph
otu_2796,b35095c5587e25ba91600808289fec69,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_2797,957204f1197cdba81f1b288a2b4c6a60,NA,NA,NA,NA,NA,NA,NA
otu_2798,79abfe8137d1afd8f5fffe5f28ebc550,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,NA,soil_saprotroph
otu_2799,eb27741e8f982283e2891e87197698ca,Glomeromycota,Glomeromycetes,Diversisporales,unidentified,unidentified,unidentified,NA
otu_2800,7d9f59bdd67dbad7e55f55f142016372,NA,NA,NA,NA,NA,NA,NA
otu_2801,db4f55d7718ef05d8ffb56088feb0e01,Glomeromycota,NA,NA,NA,NA,NA,NA
otu_2802,2f4760d4e6c516e92d97c5708c4e4857,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_flocculosum,soil_saprotroph
otu_2803,73f1e34e0606028b3f0b7e505e66064b,Anthophyta,Monocotyledonae,Poales,Poaceae,NA,NA,NA
otu_2804,7b3b285ac0fbcb3787800376d755d54e,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_europaea,plant_pathogen
otu_2805,2174cff2c5035e033a6a6971ebad4764,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,Betamyces_americae-meridionalis,pollen_saprotroph
otu_2806,7ed24ca6706218201db3ed0f1b88d070,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Coniothyrium_multiporum,plant_pathogen
otu_2807,a8144630a2841d8b1e3c21ae5c35500e,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,litter_saprotroph
otu_2808,5cba04196d426ce50418a82108056878,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Halomycetaceae,Paranamyces,unidentified,pollen_saprotroph
otu_2809,473c98f7e05d5756bfda9aae6b326e29,Ascomycota,NA,NA,NA,NA,NA,NA
otu_2810,6ef24555161df79e1301083e5e3639f1,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Lyomyces,Lyomyces_mascarensis,wood_saprotroph
otu_2811,f445082be7ed3ca3204510cd80561c14,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,NA,pollen_saprotroph
otu_2812,a8ede865146fa7e83ff70a2ff902fbc1,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_brunneosericeum,soil_saprotroph
otu_2813,a270594171b8942fad70ac765351d918,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,unidentified,arbuscular_mycorrhizal
otu_2814,f701b38e5782b309f6e074502a698255,NA,NA,NA,NA,NA,NA,NA
otu_2815,95644de88d0a8988ee21e84369e3cfcb,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria_etheridgei,plant_pathogen
otu_2816,2145a7e89cd1d376d448c73da19f49bc,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_2817,74da5023f02a1fcc8fde80ae287a9607,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_squamata,ectomycorrhizal
otu_2818,97bd7c868f2347ca76d443b024581e20,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_2819,5067f7287a2f3e260ef609fe2fd78d1b,Basidiomycota,Cystobasidiomycetes,NA,NA,NA,NA,NA
otu_2820,b2cd153f061dd5d92645c4f70d471ef5,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA
otu_2821,61c1ea32c1e41bcddaf54b2a78dc9a11,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus_phaeopunctatus,dung_saprotroph
otu_2822,2a24d4724cb0ab034a1b40623893c880,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Eriospora,unidentified,NA
otu_2823,8fcfa5c1a5c841cb3474d412b636170c,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,NA,litter_saprotroph
otu_2824,cb428dde6e1a7ac534c1c76b3cacf88e,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_2825,c4254902774ab2ca03559c8a67be4f17,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_enderlei,soil_saprotroph
otu_2826,f76545a718fc17de70b00c54745f35c8,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_2827,f9cec63d0a5e14562a1784fc6a4249fd,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA,NA
otu_2828,fc25d9fcffb08ad5ffe3f0b22df9fd8f,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,unidentified,soil_saprotroph
