envvar,dbRDA1,dbRDA2
yr_since,-0.9495580351197924,-0.17445317312421454
plant1,0.6714423858679043,0.5761373927539596
OM,-0.6967545266565786,-0.6668072631305918
K,-0.8343527773774019,-0.520781271245673
