envvar,dbRDA1,dbRDA2
yr_since,0.8443540278592694,-0.06650003648972307
K,0.6112302012364319,-0.351878706602177
plant1,-0.6093103526820103,0.535166839438836
OM,0.3996139917942291,-0.13186844521408836
