field_name,dbRDA1,dbRDA2
BBRP1,-0.07632469655680547,0.20585774584216984
ERRP1,0.8995742314974334,-0.030902961638248922
FLRP1,-0.9430524695686364,-0.552121766721209
FLRP4,-0.9471085893115838,-0.36807659768984147
FLRP5,-0.8033327332949863,-0.614112018724602
KORP1,-0.4769433396165996,0.6683709187903952
MBRP1,0.014772517476694448,1.8840692832585102
MHRP1,0.8633208720046781,-0.4688673477424396
MHRP2,1.0408361195706275,-0.6133224967786839
PHRP1,0.4282580877991793,-0.11089475859605244
