envvar,dbRDA1,dbRDA2
yr_since,-0.993887111229667,-0.06811116293985446
plant1,0.8205374058505048,0.37512742560837703
OM,-0.752520305631555,-0.5715685150851342
K,-0.8996200276460771,-0.42702981107496224
